time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
4704.228,-0.00779824,0.01449286,0.01870127,0.07288701,-0.113347,-0.003760975,0.1015873,0.09720249,-0.2347283,354.6956,354.7647,354.9041,0.3235462,3.481489,-0.1434393,-4.205299,2.969548,1.802595,-0.6368003,-0.01876444,-0.1097972,326.0613,272.0107,359.7464,-0.4668162,3.535448,-0.1373748,-4.634942,-1.994135,-1.857219,0.8130164,8.491427E-05,-0.04226907,334.0807,93.96663,1.654197,
4718.204,-0.01054706,0.01197644,0.02133547,0.07121237,-0.1019933,-0.05030286,0.1013849,0.09722316,-0.2344017,354.6681,354.7964,355.0465,0.548758,3.371155,-0.1955514,-3.928177,3.415565,1.60958,-0.6265007,0.02181907,-0.1125476,321.8451,270.8993,0.9806643,-0.6916622,3.421741,-0.1949522,-4.392769,-2.378545,-1.611736,0.8002344,0.04114567,-0.04535932,330.4072,94.92551,359.8598,
4732.215,-0.01274958,0.007921802,0.0230804,0.04505023,-0.08199859,-0.1154273,0.1011755,0.09713071,-0.234046,354.7191,354.7973,355.2384,0.7493788,3.229035,-0.2264895,-3.596946,3.727835,1.357424,-0.6143731,0.05999366,-0.115245,317.7965,269.7983,2.093851,-0.9004375,3.293999,-0.2383835,-4.23401,-2.721282,-1.353539,0.7854434,0.08026633,-0.04882293,326.5692,95.83691,358.1355,
4745.81,-0.01446227,0.002892713,0.02455894,0.003033046,-0.06029901,-0.1739762,0.1009645,0.0969845,-0.2336931,354.8312,354.7836,355.4394,0.9269563,3.067584,-0.2386342,-3.182866,3.993658,0.9944986,-0.6006788,0.09608005,-0.1179252,313.9088,268.7133,2.804372,-1.095372,3.157006,-0.2805818,-4.067692,-3.187042,-1.095524,0.7685477,0.1173639,-0.05300108,322.4889,97.07813,356.328,
4760.062,-0.01581801,-0.002697654,0.0253894,-0.04108382,-0.03508501,-0.2015226,0.1007178,0.09678301,-0.2333417,354.9552,354.754,355.5948,1.060883,2.919225,-0.2525699,-2.711716,4.17873,0.8051786,-0.5858459,0.1306207,-0.1207636,310.2521,267.1229,3.95651,-1.268353,3.001541,-0.3280735,-3.783947,-3.618042,-0.9231684,0.7499688,0.1520488,-0.05762307,318.5249,98.81046,354.1671,
4774.048,-0.01689769,-0.007837214,0.02613615,-0.07925253,-0.001597867,-0.2007136,0.1004579,0.09663608,-0.232955,355.0954,354.6966,355.7055,1.183432,2.745108,-0.2714523,-2.402296,3.998006,0.9062324,-0.5693649,0.1627874,-0.1241528,307.169,265.3122,6.135132,-1.401978,2.825906,-0.3677866,-3.527109,-3.651196,-0.9206958,0.7305239,0.1844484,-0.06284712,315.1193,100.3781,351.5865,
4787.924,-0.01812108,-0.009914909,0.02675321,-0.09388797,0.02888004,-0.1738052,0.1001842,0.09652258,-0.2326031,355.1943,354.6266,355.7666,1.27778,2.577252,-0.2905298,-2.266325,3.621215,1.128038,-0.5519669,0.1932704,-0.1278497,304.5854,263.4506,9.093437,-1.496588,2.644196,-0.4016674,-3.400095,-3.398747,-1.113379,0.7104906,0.2148528,-0.06857461,312.2766,101.7338,348.4228,
4801.571,-0.01945176,-0.01043306,0.02653488,-0.09752432,0.05439585,-0.1206631,0.09992385,0.09638211,-0.232265,355.2738,354.5591,355.7508,1.353456,2.41627,-0.3109306,-2.112755,3.2568,1.352806,-0.5334026,0.2220319,-0.1316005,302.4789,261.1526,12.64363,-1.557875,2.461465,-0.4329368,-3.344042,-3.036978,-1.422328,0.6899929,0.2429291,-0.07464102,309.9584,103.0359,344.7184,
4815.718,-0.02055145,-0.01182305,0.02650519,-0.1008522,0.06963502,-0.06119124,0.09963107,0.09615563,-0.2319059,355.3543,354.5063,355.6846,1.42255,2.260422,-0.328812,-2.023371,3.041926,1.513759,-0.513935,0.2487367,-0.1354525,300.4756,258.4988,16.65717,-1.599614,2.260903,-0.4560457,-3.29691,-2.617041,-1.686622,0.6689743,0.2685652,-0.08090359,308.0711,104.0441,341.0194,
4829.844,-0.0210675,-0.01320202,0.02644052,-0.1269649,0.07418727,-0.01096607,0.09934735,0.09601665,-0.2315521,355.5021,354.4741,355.6024,1.484403,2.110641,-0.3354784,-1.986918,2.953462,1.517838,-0.4940268,0.2736968,-0.1391822,298.397,255.8346,20.69337,-1.624811,2.096959,-0.465932,-3.104362,-2.465581,-1.682187,0.6479841,0.2929263,-0.08674216,306.1424,105.3009,337.6569,
4843.537,-0.02099395,-0.01429287,0.0265849,-0.1421026,0.0606117,0.00806305,0.09907603,0.09578086,-0.2311835,355.6228,354.4692,355.5646,1.531651,1.97309,-0.3317951,-1.901236,2.881816,1.391504,-0.4737986,0.2974164,-0.1428145,296.4079,253.2151,24.52623,-1.642251,1.947758,-0.469813,-2.764055,-2.469758,-1.522367,0.6269916,0.3155766,-0.09248696,304.2742,106.987,334.4803,
4857.592,-0.02056122,-0.01503212,0.02644797,-0.1523809,0.04306624,0.02755542,0.09882641,0.09552245,-0.230824,355.743,354.4853,355.4866,1.561198,1.862588,-0.328212,-1.716946,2.866356,1.258364,-0.453538,0.3200132,-0.1463971,294.5748,250.0445,28.66255,-1.651652,1.807036,-0.4722352,-2.343163,-2.455093,-1.308699,0.6057083,0.3365504,-0.09820907,302.6532,108.9619,331.4865,
4871.53,-0.02019585,-0.01578591,0.02669142,-0.1632522,0.02244228,0.05721302,0.09861183,0.09522622,-0.2305045,355.8677,354.5245,355.3684,1.588072,1.742033,-0.3236165,-1.423647,2.855219,1.103409,-0.4326471,0.3407778,-0.1498096,292.9704,246.2436,33.06572,-1.662685,1.677273,-0.4732136,-2.098514,-2.444353,-1.12851,0.5844944,0.3560155,-0.1043246,300.998,110.9018,328.4592,
4885.363,-0.01990009,-0.01663825,0.02656713,-0.1749873,-0.007781636,0.07933863,0.09835982,0.09491868,-0.2301784,355.9998,354.6104,355.2572,1.615075,1.613335,-0.3118391,-1.167037,2.768606,0.8461857,-0.4111606,0.3598066,-0.1533093,291.4536,242.7044,37.01774,-1.674865,1.553109,-0.4895692,-1.881941,-2.581322,-1.114619,0.5633868,0.373914,-0.1106582,299.4131,113.8336,324.3947,
4899.32,-0.01893724,-0.01780838,0.02671848,-0.1834391,-0.04058136,0.07489978,0.09812903,0.0946482,-0.2297935,356.1384,354.7097,355.1996,1.638574,1.518126,-0.3063058,-1.021265,2.790283,0.6482639,-0.3899319,0.3781729,-0.1570344,289.8285,238.5513,41.67777,-1.67515,1.435735,-0.5030981,-1.658137,-2.672756,-1.120739,0.542653,0.3904161,-0.116599,298.0726,117.2839,319.8554,
4913.239,-0.01780663,-0.01741283,0.02732728,-0.1828722,-0.0639503,0.05100388,0.09789467,0.09452221,-0.2293773,356.2721,354.8009,355.1878,1.660769,1.412609,-0.3084699,-0.8650228,2.814611,0.4999678,-0.3684522,0.3949093,-0.1609478,288.3306,233.6187,47.06021,-1.656019,1.327428,-0.4984658,-1.461689,-2.542654,-1.063208,0.5220951,0.4060209,-0.122314,297.0802,120.2355,315.8665,
4926.949,-0.01790647,-0.01381138,0.02871227,-0.1574924,-0.08749192,0.02434857,0.09760523,0.09452424,-0.2289095,356.3365,354.905,355.2019,1.676401,1.316248,-0.3172674,-0.7301573,2.825125,0.4230209,-0.3468604,0.4108653,-0.1650915,287.0719,227.8204,53.33871,-1.637163,1.228927,-0.4819196,-1.273337,-2.411676,-0.9311026,0.5014877,0.42047,-0.1277405,296.1619,123.0504,312.1881,
4941.054,-0.01870171,-0.007705896,0.03004745,-0.1130766,-0.1043677,0.02117582,0.0972743,0.09465227,-0.228426,356.3356,355.0153,355.1772,1.682029,1.222698,-0.3322804,-0.5608389,2.783543,0.3996709,-0.3255331,0.4252958,-0.1694331,286.2035,221.2729,60.30022,-1.630728,1.132475,-0.4612877,-1.05212,-2.405583,-0.7124581,0.4806173,0.4333948,-0.132843,295.1189,126.3084,308.387,
4955.006,-0.01947649,-0.001847701,0.03170478,-0.05455928,-0.1193078,0.03118653,0.09695387,0.09471318,-0.2279058,356.2679,355.1323,355.1491,1.67898,1.14055,-0.3482884,-0.3963215,2.690251,0.4044877,-0.3041434,0.4390158,-0.1739674,285.726,214.5088,67.41645,-1.62725,1.040973,-0.433206,-0.9047754,-2.428083,-0.4394255,0.4600522,0.4453172,-0.1376565,293.8842,129.6644,304.5725,
4968.895,-0.01995757,0.001722486,0.03237867,-0.01890829,-0.1280634,0.01819077,0.09666085,0.09471656,-0.227458,356.2522,355.236,355.1786,1.672714,1.045322,-0.3745647,-0.3197914,2.61861,0.5281954,-0.2827809,0.4511193,-0.1788689,285.7802,207.4804,75.01329,-1.622422,0.9658581,-0.4106408,-0.7376437,-2.466199,-0.2254957,0.4398665,0.4565233,-0.1423456,292.6979,133.5034,300.398,
4982.618,-0.02095434,0.002113976,0.03267268,-0.006963449,-0.1229837,-0.008710579,0.09632564,0.09469442,-0.2270203,356.2592,355.308,355.2365,1.664106,0.9511501,-0.3933076,-0.3758231,2.566898,0.6127325,-0.2615685,0.4620212,-0.1837087,286.0362,200.9904,82.3868,-1.61174,0.8832974,-0.3886845,-0.5061112,-2.496297,-0.04414222,0.4199593,0.4664873,-0.146666,291.6447,137.9124,295.896,
4996.802,-0.02241723,0.0008840472,0.03225343,-0.00429686,-0.1005144,-0.04172179,0.09598899,0.09467328,-0.2266049,356.2751,355.335,355.3211,1.651986,0.8606337,-0.3993072,-0.5368886,2.537669,0.6316251,-0.2406397,0.4719101,-0.1884575,286.3213,195.1339,89.45094,-1.591755,0.7958574,-0.3666834,-0.2191262,-2.476808,0.09902605,0.4004979,0.4753497,-0.1507562,290.8083,142.7471,291.207,
5010.698,-0.02418521,0.001330745,0.03159118,-0.00534052,-0.06840751,-0.06025727,0.09564972,0.09480371,-0.2261791,356.293,355.3336,355.3825,1.631185,0.7740671,-0.396363,-0.7381517,2.48159,0.6327286,-0.2199727,0.4806709,-0.1931064,286.6638,190.2003,95.8436,-1.570173,0.7223206,-0.3498647,0.05814755,-2.408391,0.1816894,0.3810672,0.4835761,-0.1546305,290.2383,147.8138,286.4218,
5024.241,-0.02534463,0.004005158,0.03205037,0.01110905,-0.04203698,-0.06073196,0.09530973,0.09499295,-0.2257171,356.2542,355.3244,355.4256,1.603779,0.6884113,-0.3863367,-0.8442283,2.383746,0.5907217,-0.1996839,0.488231,-0.1975947,287.0197,185.9873,101.442,-1.546423,0.6535468,-0.3309521,0.1975219,-2.283381,0.2587349,0.3619907,0.4908613,-0.1585287,289.74,152.5334,281.8923,
5038.355,-0.02590666,0.007787881,0.03231017,0.04775144,-0.02554859,-0.04877478,0.0949347,0.09520514,-0.2252584,356.1584,355.3165,355.4563,1.575363,0.6003477,-0.3763431,-0.775214,2.32264,0.5378647,-0.1799542,0.4945899,-0.2018916,287.5403,181.8055,106.7273,-1.519298,0.5794029,-0.3173733,0.2193256,-2.131062,0.303822,0.3431558,0.4968159,-0.1625754,289.3314,156.8319,277.6179,
5052.534,-0.02613198,0.01066194,0.03266072,0.08792455,-0.01092625,-0.02835654,0.09456992,0.09532011,-0.224792,356.0276,355.2934,355.4652,1.544902,0.5079041,-0.3705499,-0.5505646,2.270005,0.482319,-0.160729,0.4995628,-0.2062104,288.2838,177.685,111.5799,-1.49533,0.4989807,-0.3116278,0.1911686,-2.083768,0.3510858,0.3246624,0.5015951,-0.1668115,288.9485,161.5255,272.8004,
5065.998,-0.02620587,0.01134528,0.03138885,0.1004471,0.01369562,-0.01088264,0.09424734,0.09536181,-0.2244053,355.9545,355.2374,355.4613,1.518424,0.4259636,-0.3693926,-0.4053759,2.309888,0.4498924,-0.1418288,0.5037892,-0.2105055,289.2007,173.6333,116.4616,-1.472341,0.4155037,-0.3160278,0.1790766,-2.147803,0.3567171,0.3067178,0.5053564,-0.1711825,288.7727,166.9524,267.135,
5080.12,-0.02574332,0.00873695,0.02937509,0.09116609,0.03862241,-0.01694584,0.09395981,0.09528188,-0.2240586,355.9242,355.1618,355.5024,1.482457,0.3331557,-0.3713127,-0.4708346,2.506553,0.5001084,-0.1239181,0.5065739,-0.2147726,290.3639,169.8349,121.7147,-1.443181,0.3370121,-0.3274648,0.1965132,-2.251885,0.2734717,0.2893386,0.5084717,-0.1754765,289.0228,172.6623,261.0855,
5094.124,-0.02433647,0.004644892,0.02588617,0.05549199,0.06524394,-0.04977624,0.0937047,0.09523126,-0.2238231,355.9777,355.0625,355.5952,1.419074,0.2523429,-0.3658746,-0.8067797,2.557173,0.634113,-0.1071809,0.5085827,-0.2187083,291.3599,167.9183,125.7825,-1.399436,0.2674486,-0.3389755,0.2084407,-2.264907,0.1166553,0.2727723,0.5108477,-0.17968,289.6732,177.4895,255.829,
5108.103,-0.02246738,-0.0003886272,0.02264675,0.02686063,0.0878467,-0.08751409,0.09346533,0.0950808,-0.2235904,356.0157,354.9465,355.7104,1.340074,0.1860427,-0.3415321,-1.274464,2.500522,0.7032372,-0.09128844,0.5099127,-0.2222176,291.8387,166.9785,129.3259,-1.340493,0.208392,-0.3408487,0.0885936,-2.147066,-0.01997444,0.2568388,0.5126719,-0.1837561,290.3397,180.8345,251.8155,
5121.698,-0.0199414,-0.004266702,0.01847124,-0.003666324,0.107719,-0.1230904,0.09326196,0.09499122,-0.2234526,356.0995,354.8212,355.8384,1.276419,0.1331666,-0.310268,-1.511669,2.541276,0.7016287,-0.07611452,0.5107419,-0.2250693,292.2847,165.5334,133.3036,-1.273078,0.1549028,-0.3343924,-0.1377871,-1.976072,-0.1344613,0.2417006,0.5136276,-0.1876635,290.914,182.9771,248.7133,
5135.857,-0.01703628,-0.006035334,0.01491241,-0.02674626,0.1165049,-0.1275153,0.09310365,0.0949133,-0.2232761,356.1685,354.7195,355.9058,1.19627,0.06986923,-0.2560499,-1.409677,2.456795,0.5468407,-0.06253536,0.5103898,-0.2267263,292.6682,163.5747,137.0732,-1.208496,0.09769014,-0.3192458,-0.3595768,-1.870165,-0.1655317,0.2272591,0.5134643,-0.1912265,291.3578,184.942,245.6312,
5149.789,-0.01334064,-0.005809272,0.01175793,-0.03970776,0.1022922,-0.09636618,0.09284496,0.09482943,-0.2230439,356.216,354.6765,355.9029,1.1239,0.01914429,-0.2027147,-1.03177,2.24337,0.3025337,-0.04966404,0.5097817,-0.2279163,293.1295,161.3179,140.2316,-1.150477,0.03572023,-0.2950091,-0.5393327,-1.902272,-0.07792455,0.2137136,0.5123603,-0.1943683,291.6602,187.5311,241.8033,
5163.665,-0.008826061,-0.003505362,0.009258352,-0.02932668,0.07616753,-0.0275116,0.09282875,0.09483244,-0.2229762,356.1925,354.6702,355.8075,1.045313,-0.02490118,-0.1537544,-0.6081065,2.047893,0.04084176,-0.03849512,0.5087827,-0.2288535,293.6704,158.663,143.3376,-1.089911,-0.02360047,-0.2685101,-0.6585536,-2.013924,0.006554008,0.2014086,0.510792,-0.1972098,292.0237,190.4742,237.5154,
5177.778,-0.004602868,3.875414E-05,0.007456194,0.008640658,0.05054447,0.01499049,0.09286642,0.09491687,-0.2229142,356.0955,354.669,355.7648,0.9531672,-0.05756913,-0.1150411,-0.2653617,1.838667,-0.1261239,-0.02869651,0.5078163,-0.229544,294.2528,156.3012,145.9534,-1.003364,-0.07190526,-0.2383182,-0.6365166,-2.065034,0.03693849,0.1908453,0.5092549,-0.1994089,292.5603,193.1987,233.6206,
5191.951,-6.963999E-05,0.00502284,0.005477149,0.06746995,0.02462627,0.01150872,0.09300327,0.09512185,-0.2228804,355.961,354.6634,355.8288,0.8501814,-0.07413247,-0.08447199,-0.0555656,1.664852,-0.1883463,-0.0205164,0.507016,-0.2298693,294.8733,154.3805,148.1664,-0.9177159,-0.09420112,-0.211944,-0.3855669,-2.009437,0.02496932,0.181321,0.5080565,-0.2012214,293.3518,195.6466,230.5109,
5205.215,0.003318892,0.009614876,0.003213667,0.1029058,0.01096471,0.007308498,0.09317732,0.09540311,-0.2228808,355.8446,354.6562,355.8436,0.7352939,-0.07525866,-0.0551288,0.01151812,1.492929,-0.1917782,-0.01403975,0.506419,-0.2297279,295.3935,152.9437,149.9924,-0.8195107,-0.1060387,-0.1867741,0.008069336,-1.852947,-0.0363774,0.1735673,0.5065121,-0.2024973,294.396,197.6677,228.3632,
5219.347,0.00690977,0.01302625,0.00104993,0.1150249,-0.0009723135,0.004834625,0.0934062,0.0957031,-0.2229104,355.7534,354.6646,355.8612,0.6079341,-0.06279874,-0.01961784,-0.005141467,1.25595,-0.2103262,-0.009438556,0.5060972,-0.2290233,295.668,151.8629,151.4148,-0.704186,-0.1059801,-0.1552041,0.2996182,-1.619407,-0.05789244,0.1677995,0.505151,-0.2032897,295.3214,199.2855,226.8389,
5233.415,0.01085188,0.01595237,-0.0008287649,0.1229266,-0.02971641,-0.009225365,0.09365368,0.09599548,-0.2229667,355.6518,354.7236,355.922,0.5101725,-0.04839896,0.01231096,-0.0127189,0.9901713,-0.2849606,-0.005648332,0.5058395,-0.2281193,295.7014,150.7946,152.6133,-0.5699142,-0.09347557,-0.1171611,0.4028352,-1.281977,-0.05519518,0.1639747,0.504183,-0.2036706,295.8947,200.2579,226.0128,
5247.051,0.01488102,0.01901686,-0.002256664,0.1402178,-0.0656312,-0.004920132,0.09408951,0.09642393,-0.2230597,355.4981,354.8204,355.9417,0.3692375,-0.02974398,0.05656233,0.05068485,0.5756589,-0.4138199,-0.004657408,0.5057451,-0.2266848,295.362,149.854,153.1481,-0.442825,-0.07505441,-0.08342955,0.3151252,-0.9780539,-0.07398012,0.1614922,0.5036575,-0.2037444,296.2067,200.5777,225.6252,
5261.215,0.01858176,0.02175327,-0.002522518,0.1666491,-0.1007362,0.008894626,0.09436893,0.09676871,-0.2230072,355.3137,354.9373,355.9504,0.2276767,-0.01833595,0.08963858,0.1843101,0.2802742,-0.4732518,-0.00568369,0.5055808,-0.224957,295.1674,148.9603,153.4599,-0.2869546,-0.04831793,-0.04097937,0.0487422,-0.6528796,-0.07614185,0.1614977,0.5033326,-0.2031303,296.0784,200.1487,225.7085,
5275.265,0.02124834,0.02332004,-0.003221857,0.1821767,-0.1293255,0.01636662,0.09465528,0.09706962,-0.2229705,355.1499,355.0644,355.97,0.08302197,-0.00673039,0.1182114,0.2560349,0.02295264,-0.5181327,-0.008606901,0.5057021,-0.2229724,294.8556,148.2087,153.5852,-0.1059329,-0.01617716,0.01263923,-0.2980586,-0.2669538,-0.07987908,0.1641042,0.5032089,-0.2016727,295.5393,198.9403,226.3976,
5289.161,0.02242918,0.02258787,-0.003730597,0.1801579,-0.145381,0.0416243,0.09493423,0.09728143,-0.2229657,355.0018,355.1929,355.9228,-0.06739273,0.008791167,0.1376448,0.1843037,-0.2150614,-0.4515007,-0.01342577,0.5061413,-0.2210168,294.388,148.2536,153.1432,0.02351578,0.003261121,0.05655513,-0.4440858,0.01799989,-0.05998969,0.1672092,0.5030757,-0.1998313,295.0168,197.8367,227.1843,
5302.889,0.02330976,0.01973173,-0.004780237,0.1511903,-0.144624,0.07007597,0.09526777,0.09744854,-0.2230883,354.921,355.3041,355.8461,-0.2463495,0.02559453,0.1505269,0.001905635,-0.5416805,-0.2350852,-0.0205556,0.5065213,-0.218758,293.7161,149.8175,151.3811,0.181479,0.01805429,0.1169688,-0.4169165,0.3372071,-0.002183065,0.1730763,0.5027507,-0.196824,294.3875,196.6705,228.4321,
5316.935,0.02379752,0.01573787,-0.006094983,0.1057211,-0.1386298,0.07609686,0.09558678,0.09755185,-0.223196,354.8944,355.4101,355.8045,-0.375691,0.03223017,0.1622556,-0.1280862,-0.76757,-0.115114,-0.02827165,0.5066832,-0.2164017,292.9997,151.4451,149.5862,0.3104763,0.02253715,0.1711884,-0.2492806,0.5983757,0.07391949,0.1800379,0.5023348,-0.193343,293.813,195.7019,229.8415,
5330.887,0.02389812,0.01034102,-0.006938899,0.06865255,-0.1227499,0.06898274,0.09594297,0.09753201,-0.2233562,354.8791,355.4839,355.7743,-0.5153474,0.02951638,0.1798293,-0.1878278,-0.9856685,-0.05377522,-0.03799991,0.5065603,-0.2136466,292.2028,153.3488,147.4063,0.4338775,0.02066906,0.221688,-0.03530157,0.8170743,0.1165116,0.1885402,0.5018356,-0.189296,293.2961,194.6485,231.5831,
5344.592,0.02334174,0.00471757,-0.008287895,0.02941092,-0.09411855,0.06480396,0.09626937,0.09747933,-0.2235527,354.9027,355.5209,355.7232,-0.6405952,0.02004775,0.2024567,-0.1600825,-1.163726,-0.06681551,-0.04911874,0.5062676,-0.2104836,291.3955,155.1799,145.129,0.5363229,0.01605396,0.2618968,0.1367514,0.9747543,0.1380447,0.1981071,0.5014727,-0.1849453,292.801,193.4655,233.5302,
5358.885,0.02162307,-0.0006366241,-0.009287255,-0.01643085,-0.06355376,0.07346754,0.09655213,0.09739146,-0.2237182,354.9676,355.5489,355.6313,-0.7554207,0.005912998,0.2294836,-0.02476627,-1.366705,-0.142252,-0.06153465,0.5056389,-0.2069986,290.5319,157.0442,142.4893,0.6761681,0.008471798,0.3122648,0.2642477,1.224093,0.1432946,0.2103032,0.5008838,-0.1797338,292.1702,191.5277,236.3606,
5372.97,0.0204389,-0.004876433,-0.01005905,-0.05815408,-0.04057671,0.07881343,0.09682536,0.09726064,-0.2238731,355.0578,355.5762,355.5482,-0.8662463,-0.01445181,0.2521985,0.1485237,-1.575132,-0.1770044,-0.07525744,0.5045949,-0.2034094,289.6992,159.4259,139.1351,0.7978569,0.0007898723,0.356042,0.3024112,1.478207,0.1892076,0.2233224,0.5002831,-0.1743367,291.3565,188.9745,239.744,
5386.209,0.01991058,-0.007914118,-0.01039561,-0.09031422,-0.0296735,0.0715735,0.09709191,0.09710223,-0.2240195,355.1592,355.6097,355.4946,-0.960957,-0.03788766,0.2661652,0.251892,-1.736266,-0.1821749,-0.08994249,0.5030426,-0.1998315,288.8778,162.3972,135.2458,0.9134542,-0.0148419,0.3955442,0.359198,1.709143,0.2440642,0.2376296,0.4992447,-0.1686096,290.5035,185.8893,243.7323,
5400.417,0.01903323,-0.009111881,-0.01038176,-0.1086595,-0.02673917,0.05494916,0.09729195,0.09692103,-0.2241278,355.2561,355.6447,355.4673,-1.069245,-0.07395723,0.2758841,0.2943379,-1.856521,-0.1530532,-0.1064159,0.500726,-0.1962049,288.1183,166.0549,130.7806,1.019786,-0.04026778,0.4286168,0.4453909,1.846144,0.2973651,0.2532995,0.497665,-0.1625265,289.7331,182.6337,247.9389,
5414.452,0.01749422,-0.008657242,-0.01024563,-0.1088001,-0.02069732,0.04299385,0.09746027,0.09675518,-0.2242422,355.3258,355.6621,355.4332,-1.174755,-0.1156098,0.2793276,0.2495655,-1.925674,-0.0444454,-0.1241608,0.4978443,-0.1924694,287.5397,170.5655,125.7491,1.122683,-0.07416406,0.4573852,0.5954107,1.971825,0.3413125,0.270387,0.4954953,-0.1560822,289.0578,179.0013,252.6924,
5428.32,0.01543404,-0.006819823,-0.01029779,-0.101764,-0.01286235,0.05269978,0.09768081,0.09665189,-0.2243781,355.3794,355.6794,355.3523,-1.277777,-0.160551,0.2879825,0.2057404,-2.038063,0.05745198,-0.1430712,0.4942212,-0.1882353,287.0708,176.026,119.8479,1.223128,-0.115084,0.4837489,0.8028231,2.102568,0.4047749,0.288655,0.4926531,-0.1493929,288.439,174.9235,258.1136,
5441.945,0.01434592,-0.005258059,-0.01054923,-0.08440918,-0.01171691,0.04332906,0.09785271,0.09661638,-0.2245302,355.4096,355.6956,355.3431,-1.375618,-0.2106979,0.3106304,0.2690656,-2.230303,0.02623129,-0.1629514,0.4897872,-0.1835223,286.5809,182.2175,112.9525,1.31684,-0.1630762,0.50541,1.052439,2.216424,0.4664156,0.3075907,0.4888026,-0.1424648,287.9325,170.4114,264.1757,
5456.228,0.01420486,-0.004897269,-0.01158245,-0.0794351,-0.01934871,-0.007025332,0.09805703,0.09654227,-0.2247267,355.4897,355.7182,355.4419,-1.466695,-0.2713686,0.3391947,0.4244987,-2.422011,-0.08145118,-0.1838259,0.4842216,-0.1785405,286.1873,188.9531,105.2577,1.402807,-0.2158275,0.5191523,1.241527,2.280248,0.4947685,0.3275039,0.484147,-0.1355554,287.5938,165.521,270.5977,
5470.341,0.014175,-0.005581569,-0.01242024,-0.08825994,-0.01870643,-0.04783938,0.09827399,0.09641904,-0.2249546,355.5914,355.7223,355.5121,-1.547954,-0.3460809,0.3652699,0.6502517,-2.529561,-0.1825435,-0.2055185,0.4773822,-0.1732232,286.0664,195.673,97.37977,1.487446,-0.2747785,0.5266238,1.27968,2.368982,0.5099461,0.3483839,0.4785653,-0.1287106,287.4193,159.6646,277.7231,
5484.011,0.0132752,-0.007365431,-0.01341673,-0.08933576,-0.01492326,-0.06277095,0.09842539,0.09617765,-0.2252393,355.6645,355.727,355.5549,-1.617337,-0.4275974,0.3936807,0.87814,-2.562632,-0.2934586,-0.2279705,0.4693968,-0.1673051,286.1499,202.0999,89.67793,1.574018,-0.3380976,0.529986,1.158441,2.542235,0.5192795,0.370313,0.4722383,-0.1221528,287.4946,152.363,285.8687,
5497.918,0.01192725,-0.007020997,-0.01496469,-0.1060535,-0.006604687,-0.05473467,0.09856725,0.09619611,-0.2254701,355.7848,355.7257,355.5524,-1.679915,-0.512041,0.4339205,1.135887,-2.642351,-0.5490565,-0.2511038,0.4602596,-0.1608905,286.2016,209.035,81.18653,1.657879,-0.4103991,0.5288862,1.042309,2.768174,0.5016678,0.3930148,0.4647369,-0.1156131,288.0328,144.2698,294.563,
5511.776,0.01072476,-0.004878369,-0.01463953,-0.09819515,-0.009825192,-0.03441155,0.0987134,0.09613533,-0.2256355,355.8325,355.755,355.5385,-1.738258,-0.6041314,0.4755306,1.493634,-2.77798,-0.8531469,-0.2745937,0.4497166,-0.1541428,286.4637,216.7021,71.57506,1.729674,-0.4948216,0.5264829,1.110434,2.968136,0.5456496,0.4161727,0.455955,-0.1091579,288.9644,136.4156,303.2021,
5525.477,0.009746158,-0.001812652,-0.0141017,-0.05665592,-0.01993621,-0.005562339,0.09881377,0.0961739,-0.2258058,355.7811,355.7904,355.5045,-1.787919,-0.7070566,0.5126311,1.857018,-2.913529,-1.179414,-0.298182,0.4375495,-0.1472695,287.033,224.9528,61.17323,1.780615,-0.5871909,0.5220348,1.298599,3.023396,0.690824,0.4395702,0.4459172,-0.1029092,290.048,129.5365,311.1263,
5539.743,0.008736592,-2.318865E-05,-0.01286934,0.002770465,-0.03281407,0.02540213,0.09889412,0.09619887,-0.2259245,355.6718,355.836,355.4574,-1.812881,-0.8033351,0.5372223,1.986909,-2.913191,-1.474963,-0.3213888,0.4243732,-0.1406592,287.7785,232.9753,51.30564,1.811175,-0.6912977,0.5066194,1.538074,2.909382,0.8646336,0.4630338,0.4346344,-0.09721366,291.1708,123.9308,318.0121,
5553.698,0.007495641,0.001890564,-0.0126787,0.02189481,-0.036347,0.03216856,0.09895754,0.09625441,-0.2260737,355.6581,355.8648,355.4474,-1.817781,-0.9151947,0.5555385,1.760501,-2.794366,-1.847872,-0.3447001,0.4093162,-0.134652,288.409,241.2669,41.81716,1.817516,-0.7807348,0.4746292,1.686203,2.683444,0.8783585,0.4863431,0.4224829,-0.09219144,292.4301,119.8311,323.3106,
