time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
2657.577,-0.01584371,0.01105197,-0.005487898,0.07633856,-0.02879505,0.04273159,0.09784365,0.09738944,-0.2320986,354.8365,355.06,355.4047,0.1129953,3.339243,-0.1854011,-4.084597,2.479917,1.239725,-0.6508997,-0.0446046,-0.1176525,334.4137,268.6377,11.71659,-0.2789032,3.500509,-0.2073667,-4.910376,-1.980379,-1.101803,0.8359278,-0.02336979,-0.1067941,344.1034,96.66544,346.4719,
2671.705,-0.01860699,0.0127074,-0.0009869396,0.09039091,-0.02355411,0.07403328,0.09755087,0.09750222,-0.2320557,354.7408,355.0817,355.3207,0.3223644,3.295452,-0.2164818,-3.917402,2.779606,0.9899508,-0.6434045,-0.003090568,-0.1207571,330.6262,267.9121,12.63619,-0.5171095,3.429631,-0.2349401,-4.798133,-2.346829,-0.6225595,0.8252077,0.01801001,-0.1100274,339.9243,97.37398,345.4229,
2685.146,-0.02158696,0.01183431,0.002173584,0.08112593,-0.023648,0.107462,0.09717989,0.09755775,-0.2319894,354.6807,355.1237,355.1939,0.5210453,3.234001,-0.2511378,-3.638357,3.115685,0.7307261,-0.6335505,0.03737817,-0.1242617,326.9539,266.8432,13.56329,-0.7465318,3.339882,-0.2585752,-4.709853,-2.772487,-0.2184641,0.8120839,0.05782686,-0.1135372,335.497,98.20006,344.4109,
2699.412,-0.02405038,0.008886075,0.004479605,0.04979539,-0.02876869,0.1004781,0.09681606,0.09760141,-0.2319016,354.6878,355.1607,355.1593,0.7119831,3.154373,-0.2842374,-3.384037,3.414971,0.5978565,-0.6215931,0.07627636,-0.128122,323.2614,265.6047,14.78919,-0.9492548,3.224159,-0.2777104,-4.50371,-3.12471,0.005509652,0.7972286,0.09568518,-0.1172355,331.2335,99.10838,343.2001,
2713.301,-0.02617721,0.005681877,0.005708577,0.01681976,-0.04011701,0.04933629,0.09641218,0.09758449,-0.2318468,354.7283,355.2059,355.2173,0.8897446,3.054434,-0.313921,-3.069808,3.641703,0.5014741,-0.6076813,0.1135832,-0.1321917,319.7297,264.1298,16.24524,-1.122573,3.088959,-0.2954054,-4.156886,-3.389442,0.1229208,0.780537,0.1319268,-0.1211246,327.3144,100.2134,341.8032,
2726.941,-0.02856765,0.001832783,0.006142779,-0.00852199,-0.04676449,0.01745743,0.09598207,0.09749184,-0.2317591,354.7656,355.249,355.2303,1.03147,2.952862,-0.3338171,-2.780078,3.762949,0.4743555,-0.5925492,0.1496904,-0.1363132,316.3774,262.5288,17.99402,-1.271085,2.938469,-0.3110435,-3.774684,-3.538517,0.1611762,0.7622981,0.166072,-0.1251341,323.705,101.4329,340.2193,
2741.136,-0.03078497,-0.0006864984,0.007005566,-0.02969838,-0.04982615,-1.890658E-05,0.0955348,0.09749909,-0.2316422,354.8138,355.2933,355.2387,1.1596,2.841941,-0.3515507,-2.534719,3.780616,0.5580902,-0.5757225,0.1840883,-0.140698,313.273,260.752,20.26709,-1.398026,2.786288,-0.3206695,-3.458519,-3.586439,0.1532734,0.7427839,0.1987046,-0.1292921,320.2708,102.6131,338.5007,
2755.074,-0.03232324,-0.0009947385,0.007457952,-0.03524246,-0.05258712,-0.01803958,0.09509563,0.09749386,-0.2315412,354.8406,355.3343,355.2807,1.288063,2.703743,-0.3648674,-2.365729,3.629587,0.7181187,-0.5568476,0.2163541,-0.1452642,310.5674,259.0667,22.92208,-1.49646,2.655897,-0.3332243,-3.170828,-3.679336,0.1255242,0.722514,0.2297599,-0.1337616,316.9238,104.0682,336.4638,
2768.955,-0.03329068,-0.0005910064,0.007749317,-0.03414875,-0.0551815,-0.04152185,0.09462285,0.09748719,-0.2314262,354.871,355.3713,355.349,1.409167,2.56269,-0.3698248,-2.232589,3.558586,0.7652533,-0.5364529,0.2467657,-0.149673,307.8601,257.268,25.67195,-1.593073,2.503667,-0.3510452,-2.921726,-3.714852,0.04977535,0.7009116,0.2585073,-0.1385743,313.7799,105.6638,334.1021,
2782.77,-0.03369028,-0.001676127,0.007624657,-0.03108964,-0.04809674,-0.05655276,0.09415722,0.09736423,-0.2313504,354.8997,355.3849,355.4066,1.526133,2.418443,-0.3688477,-2.028771,3.634502,0.6011617,-0.5148345,0.2751442,-0.1540417,304.9936,255.1562,28.27325,-1.670627,2.349222,-0.3727335,-2.65138,-3.747026,-0.07719719,0.6787411,0.2852548,-0.1434556,310.918,107.6983,331.2015,
2796.855,-0.03366921,-0.004062057,0.006711985,-0.04613235,-0.03040696,-0.06676523,0.09372282,0.09720173,-0.2312641,354.982,355.3734,355.4582,1.635295,2.269739,-0.3725643,-1.682031,3.835331,0.3555355,-0.4921007,0.3017103,-0.1585015,302.0642,252.215,31.18226,-1.731909,2.171515,-0.383609,-2.323357,-3.63236,-0.125355,0.6557941,0.3096694,-0.1480397,308.4852,109.7879,328.3912,
2810.729,-0.03391999,-0.006698976,0.0058901,-0.06430148,-0.01207938,-0.06110482,0.09327555,0.09702055,-0.2311931,355.0641,355.3613,355.4732,1.722733,2.12172,-0.3799676,-1.387783,3.954465,0.2625876,-0.4689724,0.3264886,-0.162977,299.3544,248.562,34.97151,-1.77019,2.021778,-0.3797692,-2.089181,-3.493741,-0.1074508,0.6329694,0.3329619,-0.1525691,306.1339,111.7907,325.6574,
2824.465,-0.03392507,-0.00835961,0.004808922,-0.06985129,0.004044432,-0.03201485,0.09282255,0.09690942,-0.2311454,355.1148,355.3475,355.4275,1.783826,1.976675,-0.3808196,-1.196446,3.905234,0.2479248,-0.4456018,0.3494918,-0.167481,296.9907,244.7146,39.25351,-1.799476,1.858889,-0.3714094,-1.870316,-3.33749,-0.08607331,0.60974,0.353986,-0.1569478,303.9899,113.9129,322.8224,
2838.543,-0.0333063,-0.006212572,0.004108787,-0.07697688,0.01363286,0.01112357,0.09240294,0.09702408,-0.2310987,355.1743,355.3477,355.3361,1.820391,1.828485,-0.3795159,-1.032654,3.726273,0.2729346,-0.4219633,0.3705087,-0.171857,295.0908,240.6468,43.86076,-1.815782,1.742549,-0.3627535,-1.710389,-3.223853,-0.02466011,0.5867522,0.3743659,-0.1614453,301.8629,116.1088,319.9321,
2852.786,-0.03084672,-0.003101307,0.003568613,-0.04166872,0.007204419,0.03366233,0.09208655,0.09705634,-0.2310658,355.1183,355.3673,355.3051,1.838328,1.681911,-0.3697364,-1.007285,3.476704,0.262072,-0.3984183,0.3897071,-0.1762106,293.3751,236.9272,48.36299,-1.827834,1.610654,-0.3618114,-1.608958,-3.141788,-0.06597099,0.5636468,0.3925364,-0.1660913,299.9261,118.6251,316.5193,
2866.513,-0.02734466,-0.0004768963,0.00250312,-0.003913776,-0.01232524,0.02819505,0.09184432,0.09706838,-0.2309761,355.0693,355.4049,355.3212,1.850351,1.537598,-0.3619132,-0.8533363,3.304036,0.1824372,-0.3746397,0.4071518,-0.1805123,291.8201,232.6629,53.12414,-1.830347,1.481559,-0.3598799,-1.523595,-3.067509,-0.1096043,0.5408071,0.4091016,-0.1704148,298.152,121.3904,312.7799,
2880.097,-0.0231204,-5.492405E-05,0.001171474,0.008776025,-0.02525481,-0.001358345,0.09165597,0.097025,-0.2309394,355.0717,355.4263,355.3838,1.866276,1.394677,-0.3564629,-0.6095957,3.288296,0.1010783,-0.3506003,0.4226852,-0.1844892,290.4047,227.0031,59.03689,-1.821075,1.35678,-0.352337,-1.342647,-2.963097,-0.09504658,0.5181477,0.4242763,-0.1745154,296.6033,124.3819,309.0424,
2894.336,-0.01897045,-0.001849296,-0.0007864441,-0.005293076,-0.03393524,-0.04280398,0.09137487,0.09700081,-0.2309346,355.1278,355.4514,355.4795,1.87069,1.275666,-0.350389,-0.5398079,3.252877,0.04088858,-0.327152,0.4369977,-0.1887677,289.1003,221.022,65.55934,-1.808251,1.236022,-0.3405195,-1.067931,-2.890516,-0.02331686,0.495649,0.4379123,-0.1782163,295.2227,127.8916,305.1209,
2908.206,-0.01485885,-0.00398451,-0.002522908,-0.03890751,-0.03884709,-0.06630696,0.09126735,0.09689566,-0.2310114,355.2241,355.4851,355.536,1.862111,1.13957,-0.3473253,-0.5441062,3.190731,0.02002689,-0.3040942,0.4492083,-0.1931564,288.0431,214.7867,72.55792,-1.79171,1.119211,-0.3203647,-0.8048159,-2.794067,0.1120397,0.4733019,0.4500829,-0.1816319,293.9022,131.5429,301.2779,
2922.032,-0.01145636,-0.0063606,-0.003474034,-0.04759068,-0.05023199,-0.06471591,0.09120655,0.09673777,-0.231082,355.2583,355.5443,355.5684,1.843508,1.007055,-0.3545841,-0.5233186,3.198766,0.08995518,-0.2815054,0.4599503,-0.197603,287.446,207.5286,80.72546,-1.771683,1.00777,-0.2966034,-0.6043489,-2.713373,0.2351298,0.4512782,0.4610405,-0.1847556,292.6373,135.4549,297.2109,
2936.018,-0.007153654,-0.007687465,-0.004197342,-0.05318872,-0.06759153,-0.05507216,0.0912571,0.09656384,-0.2311611,355.305,355.6232,355.595,1.810346,0.8881037,-0.3587691,-0.5016183,3.157731,0.1440813,-0.2596911,0.4695895,-0.201902,287.2012,200.3767,88.86756,-1.74996,0.9072031,-0.2672949,-0.4975476,-2.651727,0.3583005,0.4298556,0.4709248,-0.1874819,291.3507,139.5706,292.8624,
2949.889,-0.003513635,-0.00800692,-0.004094458,-0.05323077,-0.08674673,-0.03547129,0.0913353,0.09641445,-0.2312188,355.3365,355.7234,355.5896,1.768904,0.7821717,-0.3548359,-0.3260418,3.047194,0.1147462,-0.2383669,0.478227,-0.2059235,287.2471,193.4688,96.3973,-1.723195,0.8123766,-0.2381232,-0.3772066,-2.599581,0.4534569,0.4090314,0.4796216,-0.189866,290.1855,144.1249,288.1306,
2963.665,-0.0001605382,-0.007552179,-0.003850772,-0.05122594,-0.1000222,-0.009990311,0.09141326,0.09632085,-0.2312665,355.3592,355.8247,355.5612,1.721255,0.68511,-0.3465524,-0.04644436,2.860252,0.0747228,-0.2175306,0.4856859,-0.2097141,287.6372,187.1696,102.9351,-1.693691,0.7205611,-0.2112408,-0.174918,-2.579022,0.5392835,0.3886611,0.4871614,-0.1918667,289.2006,149.4839,282.8032,
2977.776,0.002664309,-0.007372519,-0.003559164,-0.0475941,-0.1148449,0.006138774,0.09151888,0.09622292,-0.2313061,355.3792,355.942,355.5458,1.667569,0.5960164,-0.3333938,0.09865355,2.629192,0.01894292,-0.1974401,0.4920501,-0.2135258,288.0699,181.8719,108.4958,-1.656215,0.621966,-0.1814831,0.1130275,-2.586084,0.6314609,0.3689464,0.4934882,-0.1933991,288.4128,155.8307,276.7551,
2991.762,0.005221733,-0.007487704,-0.003570155,-0.05332354,-0.1251932,0.01124548,0.09164071,0.09610518,-0.2313309,355.4288,356.0578,355.5377,1.612693,0.508312,-0.3243098,0.1200386,2.447183,-0.04137167,-0.1779919,0.4972109,-0.2176799,288.4891,177.1259,113.6568,-1.613286,0.5438756,-0.1525813,0.4177314,-2.523432,0.7053039,0.3499548,0.49932,-0.1945896,287.8831,162.4834,270.6007,
3005.438,0.007626136,-0.007864568,-0.003364898,-0.06615105,-0.1214207,-0.01756137,0.09178686,0.09596509,-0.2313251,355.5078,356.1325,355.6147,1.566778,0.4289005,-0.3301672,0.06564647,2.482792,0.01475158,-0.1592839,0.5014987,-0.2218824,289.2979,172.3573,119.2409,-1.560262,0.4743845,-0.1230754,0.7216643,-2.340783,0.7720657,0.3315742,0.5043803,-0.1955986,287.5453,168.7553,265.084,
3019.57,0.009141077,-0.008454924,-0.003304909,-0.07279125,-0.09467902,-0.06316867,0.09193611,0.09581219,-0.2313328,355.5903,356.1403,355.7305,1.500147,0.3305171,-0.3351044,-0.0520339,2.604974,0.08419618,-0.1419887,0.5042717,-0.22577,290.3256,167.9885,124.8008,-1.500921,0.4082606,-0.09978305,0.9414213,-2.127973,0.786752,0.3139246,0.5085452,-0.1966181,287.3909,174.601,260.0408,
3033.578,0.009087339,-0.008491881,-0.002591279,-0.06587322,-0.05317054,-0.08711299,0.09206796,0.09569158,-0.2313528,355.6335,356.1034,355.8107,1.431204,0.2589929,-0.3302779,-0.1372311,2.668835,0.1217358,-0.1255779,0.507099,-0.2294156,291.4092,164.2453,129.7797,-1.43943,0.3401904,-0.09032815,1.075461,-1.922937,0.7218698,0.2969676,0.5115966,-0.1978839,287.4833,179.9061,255.4846,
3047.461,0.008743986,-0.006654243,-0.002092024,-0.04820673,-0.007698381,-0.07516018,0.09218359,0.09564272,-0.2313728,355.6493,356.0424,355.8216,1.352776,0.2145648,-0.3190634,-0.28478,2.521628,0.1934572,-0.1100628,0.5096063,-0.2328593,292.3047,162.0835,133.2619,-1.383414,0.2679047,-0.09636143,1.088717,-1.828213,0.5997548,0.2804691,0.513664,-0.1994155,287.8569,184.9816,250.9103,
3061.193,0.009247912,-0.003499376,-0.001751295,-0.02062738,0.02303316,-0.03766344,0.09238744,0.09569079,-0.2313404,355.6192,355.9945,355.7803,1.256272,0.1746054,-0.2952026,-0.4601635,2.226736,0.231424,-0.09573334,0.5114334,-0.2358235,292.8398,160.9773,135.6468,-1.335026,0.1953414,-0.1101927,0.9571326,-1.88605,0.4908982,0.2647344,0.5148647,-0.2011638,288.4473,190.1523,245.7972,
3075.349,0.0105252,-0.001552777,-0.001655146,0.001651764,0.03261846,0.006624374,0.09264421,0.09574629,-0.2312946,355.5822,355.9784,355.7095,1.172417,0.1346418,-0.2644594,-0.4824674,2.012257,0.1536053,-0.08213127,0.5125416,-0.2384043,293.2923,159.4497,138.1782,-1.283771,0.125529,-0.126316,0.7345412,-1.948731,0.3623551,0.2497348,0.5152103,-0.2029181,289.2408,194.5029,241.1139,
3089.225,0.01221642,-0.001339723,-0.002430245,-0.01403784,0.03958075,0.03372316,0.09290051,0.09574752,-0.2313094,355.6434,355.9505,355.6473,1.101131,0.09336708,-0.2336017,-0.3436853,1.947454,-0.0001971871,-0.06975748,0.5131444,-0.240653,293.9019,157.083,141.2833,-1.226004,0.06122358,-0.1407928,0.4724156,-2.001148,0.2747458,0.2356442,0.5149835,-0.2048334,290.076,198.1609,236.8134,
3102.99,0.01367969,-0.001563729,-0.002417466,-0.03324744,0.0429295,0.02706863,0.09312725,0.09571817,-0.2313437,355.6937,355.9175,355.6505,1.036117,0.06105997,-0.2094115,-0.1780522,1.839602,-0.1112837,-0.05819799,0.5135264,-0.2427853,294.5464,154.886,144.0024,-1.155448,0.007604087,-0.1510405,0.1948675,-2.025472,0.2056205,0.2229222,0.514241,-0.206781,290.9037,201.0856,232.9677,
3117.058,0.01471109,-0.001229591,-0.002061161,-0.02391257,0.05605832,0.02212521,0.09335685,0.09570701,-0.2313662,355.6825,355.8509,355.63,0.95272,0.02890673,-0.1891991,-0.08659378,1.737622,-0.1372848,-0.04810603,0.5135267,-0.244759,295.217,153.1429,146.3009,-1.074843,-0.04181013,-0.1530734,0.186768,-1.971096,0.1865404,0.211474,0.5128243,-0.2084311,291.7747,203.8379,229.6915,
3130.973,0.01554392,0.001235734,-0.001339167,-0.005045405,0.07219372,0.02802003,0.093575,0.09583144,-0.2312946,355.6561,355.7697,355.5925,0.854861,0.003082968,-0.1743404,-0.1430797,1.619372,-0.05764723,-0.03959355,0.5132089,-0.2464823,295.8094,152.2663,147.983,-1.001121,-0.07866913,-0.1468499,0.3702033,-1.922784,0.2334646,0.2011233,0.5113409,-0.2098843,292.7487,206.9577,226.4586,
3144.74,0.01727124,0.003557372,3.231654E-05,0.02598009,0.07654743,-0.001559071,0.09383655,0.09598478,-0.2311921,355.6009,355.6981,355.6691,0.7505019,-0.01557605,-0.1561156,-0.2394122,1.463889,0.01061284,-0.03234318,0.5127799,-0.2478376,296.2253,151.7917,149.3006,-0.9014214,-0.1075939,-0.1374544,0.59223,-1.78533,0.2179536,0.192685,0.5096765,-0.2111847,293.7873,209.5273,224.0756,
3158.867,0.01870466,0.004744634,0.0008121354,0.0485141,0.07314508,-0.02580018,0.09412789,0.09609846,-0.2311311,355.5456,355.6353,355.7179,0.6507909,-0.03116322,-0.1316887,-0.24287,1.307274,0.009978421,-0.02622566,0.5121619,-0.2487571,296.5876,151.1776,150.5412,-0.7665211,-0.1191281,-0.129015,0.6019892,-1.550497,0.09553126,0.1863306,0.5081773,-0.2123201,294.6784,210.7255,222.9075,
3172.899,0.01885118,0.005575528,0.0009097413,0.04603415,0.07072686,0.004695805,0.0943923,0.09619574,-0.2311187,355.5247,355.5934,355.6306,0.5499684,-0.0436749,-0.1021917,-0.217193,1.185343,-0.0491626,-0.02189398,0.5113807,-0.2492323,296.9011,150.323,151.9095,-0.6305556,-0.1187828,-0.122241,0.3752312,-1.34879,-0.02064633,0.1817355,0.5061471,-0.2134872,295.3315,211.0954,222.1129,
3186.456,0.01921166,0.005395844,0.0006771549,0.03585538,0.06610849,0.05061401,0.09467149,0.09626476,-0.2311153,355.5005,355.5667,355.5172,0.438475,-0.05023829,-0.06720214,-0.1860749,1.054142,-0.1495792,-0.01935766,0.5107524,-0.2492657,297.0928,149.2867,153.329,-0.4834811,-0.1110955,-0.1115404,0.008302838,-1.164219,-0.1155552,0.1791092,0.5041844,-0.2142498,295.7117,210.7562,221.6164,
3200.678,0.02023589,0.003186835,-0.0002092235,0.02208826,0.04662048,0.06772277,0.09503722,0.09613418,-0.2311735,355.4927,355.5764,355.4611,0.3151711,-0.047388,-0.03002834,-0.1225261,0.8453057,-0.1951605,-0.01864978,0.5103332,-0.2486777,297.2051,148.5296,154.243,-0.3170576,-0.09437958,-0.08217175,-0.2711099,-0.9000403,-0.1280347,0.1787505,0.502596,-0.2142793,295.7497,210.2703,221.3436,
3214.503,0.02162017,0.0009804073,-0.001644545,-0.01483818,0.02418048,0.06518554,0.09539461,0.0960773,-0.231246,355.5683,355.6047,355.413,0.1998445,-0.03824331,0.00759668,-0.05748901,0.5401942,-0.2391629,-0.01920233,0.5099498,-0.2476435,297.091,148.032,154.6035,-0.1956829,-0.08155587,-0.04991164,-0.2915149,-0.679872,-0.09182359,0.1792003,0.5014841,-0.2138554,295.7992,210.2011,221.0586,
3228.505,0.02241725,-0.001523633,-0.003112604,-0.0489731,0.00133452,0.08822753,0.09572721,0.0960086,-0.2313418,355.631,355.6586,355.28,0.0592415,-0.02659602,0.05413017,-0.00568885,0.1626624,-0.3111115,-0.02211809,0.5095829,-0.246089,296.6605,147.6848,154.5105,-0.04783256,-0.06492723,-0.004758201,-0.2438306,-0.3787138,-0.006193479,0.1824699,0.5004984,-0.2128082,295.5688,210.1866,221.0455,
3241.992,0.02374231,-0.002907521,-0.005194,-0.06998273,-0.02073658,0.1002281,0.09608459,0.0960121,-0.2314677,355.6857,355.7285,355.1891,-0.08896122,-0.01942751,0.09420969,-0.03189155,-0.1019913,-0.3187903,-0.0272894,0.5091903,-0.2441239,296.1696,147.6613,154.2268,0.1126104,-0.04667712,0.03659283,-0.1998442,-0.02714426,0.01074638,0.1879156,0.4998527,-0.2114625,295.1483,209.656,221.7375,
3256.231,0.02494488,-0.003236653,-0.006673322,-0.05272982,-0.05172896,0.07618685,0.0964427,0.09598554,-0.2315707,355.6715,355.8149,355.1981,-0.2384685,-0.01432554,0.133318,-0.06136435,-0.2855132,-0.3447009,-0.0344718,0.508904,-0.241599,295.6265,147.6039,153.9971,0.2727465,-0.02751007,0.07431731,-0.1403228,0.2862571,-0.05439279,0.1952359,0.4994923,-0.2094199,294.7352,208.5979,223.0817,
3270.099,0.02627398,-0.001167092,-0.009335907,-0.02322905,-0.06430206,0.04250096,0.09674692,0.09605089,-0.2317495,355.643,355.866,355.2257,-0.3926884,-0.004890763,0.1762183,-0.08956061,-0.5496488,-0.3887991,-0.0436146,0.5088331,-0.2385286,294.8254,147.7964,153.3588,0.4278496,-0.007397914,0.1147484,-0.05217434,0.6204761,-0.1294118,0.2043835,0.4994896,-0.2067986,294.2182,207.0783,225.101,
3283.891,0.02623426,0.002010355,-0.01242181,0.0073912,-0.06177734,0.02735731,0.09700799,0.09610272,-0.2319484,355.5966,355.8967,355.2182,-0.551729,0.00619518,0.2157116,-0.08528149,-0.931663,-0.3780491,-0.05460031,0.5087586,-0.2351684,293.7782,148.7752,151.7029,0.5784001,0.008202243,0.1570787,-0.004898623,0.9174956,-0.18413,0.2154057,0.4996515,-0.2036881,293.5942,205.1564,227.5491,
3297.926,0.02568301,0.003807633,-0.01626019,0.01640405,-0.04222826,0.0312259,0.09735751,0.09613648,-0.2323003,355.576,355.8976,355.1798,-0.7133703,0.007325346,0.2468319,-0.02199498,-1.354605,-0.2969341,-0.06754871,0.5081503,-0.23148,292.6455,150.7588,148.8401,0.7279067,0.01646299,0.2016236,0.003253162,1.247073,-0.2056691,0.2282715,0.4995826,-0.2000242,292.7588,202.5951,230.6643,
3311.958,0.02560236,0.003081337,-0.02055284,0.01121636,-0.02189236,0.02948503,0.09772611,0.09611525,-0.2326989,355.5838,355.8901,355.1619,-0.8710008,-0.007283359,0.2699025,0.05758628,-1.698835,-0.214542,-0.08227362,0.5069572,-0.2277273,291.511,153.4057,145.2578,0.8737795,0.01302935,0.2483662,-0.02244541,1.569186,-0.1635274,0.2427074,0.4991472,-0.1958299,291.7097,199.4473,234.3354,
3325.606,0.02563991,0.001313653,-0.02480292,0.004169338,-0.007931461,0.0262651,0.09813237,0.09611352,-0.2331529,355.5899,355.8821,355.1435,-1.019842,-0.03849739,0.2867341,0.09786153,-1.927675,-0.1275401,-0.09864198,0.5049543,-0.2237177,290.4487,156.6717,141.1653,1.012969,-0.004759632,0.2954413,-0.05449849,1.854746,-0.08823934,0.2588044,0.498071,-0.1911119,290.5547,195.6687,238.5892,
3339.796,0.02544117,0.0001198156,-0.02941807,-0.004737604,0.01030362,0.03734781,0.09852719,0.09616083,-0.2336612,355.6016,355.8552,355.08,-1.155265,-0.07915398,0.3062564,0.01694453,-2.040016,-0.1061048,-0.1164349,0.5023344,-0.2193738,289.3457,160.2896,137.0084,1.159895,-0.0396531,0.3498482,-0.07863665,2.133677,0.03382137,0.276683,0.4962111,-0.1856203,289.2897,191.0781,243.6398,
3353.768,0.02483028,-0.0002669846,-0.03382834,-0.005584338,0.03486698,0.05850031,0.09889412,0.09622486,-0.2342215,355.5958,355.8032,354.9932,-1.28328,-0.1246129,0.3321391,-0.119496,-2.148668,-0.1304559,-0.1359498,0.4989701,-0.2145853,288.1508,164.6026,132.3622,1.278374,-0.08285218,0.3973753,-0.05168504,2.366929,0.1625719,0.2953942,0.4936396,-0.1798217,288.0792,185.6952,249.5204,
3367.459,0.02423387,-0.0001530517,-0.03756585,-0.001564729,0.04986879,0.06226639,0.09922886,0.09624572,-0.2348175,355.5843,355.7547,354.9476,-1.393677,-0.1709027,0.3593016,-0.1172616,-2.352169,-0.1809289,-0.1563099,0.494985,-0.2094684,286.965,170.1223,126.3046,1.386502,-0.1356246,0.4394605,-0.03847247,2.558554,0.2361545,0.3148713,0.4900911,-0.1734939,287.0672,179.1019,256.5196,
3381.562,0.02472934,0.001072425,-0.04093462,0.01001727,0.0625108,0.04035259,0.09962535,0.09632816,-0.235455,355.5611,355.6834,354.9649,-1.501004,-0.2260999,0.3881739,0.009162366,-2.595636,-0.2318043,-0.1779309,0.489973,-0.2038673,285.9514,177.1347,118.5163,1.485134,-0.1999516,0.4749743,0.03774595,2.753042,0.2470282,0.3352273,0.4851442,-0.1666437,286.4194,171.1927,264.8691,
3395.55,0.02583712,0.00339775,-0.04323199,0.03925995,0.07061297,-0.009653442,0.09996986,0.09650577,-0.2360439,355.5008,355.5967,355.0692,-1.632,-0.3163154,0.428822,0.313468,-2.890013,-0.3327091,-0.2017516,0.4827507,-0.1973619,285.2056,185.6829,108.7372,1.561736,-0.2642732,0.5069818,0.1287568,2.903554,0.3206925,0.3560354,0.4794923,-0.1594954,286.023,162.5057,273.9982,
3409.449,0.02599806,0.007725613,-0.04415827,0.09501805,0.08011197,-0.03385312,0.100234,0.0967559,-0.2365994,355.3377,355.4967,355.1285,-1.729461,-0.4093616,0.4630592,0.6284291,-3.022982,-0.443317,-0.2259311,0.4745287,-0.1907143,284.8456,194.3461,98.72999,1.650157,-0.3568241,0.5473798,0.3046248,3.04316,0.4605355,0.3785854,0.4720072,-0.1517584,285.9223,153.2236,283.8839,
3422.957,0.02511659,0.01325882,-0.04445453,0.1707726,0.09383533,-0.001892428,0.1004949,0.09712938,-0.2371631,355.0804,355.3875,355.0761,-1.796019,-0.4929499,0.4895157,0.9093781,-3.058521,-0.5747137,-0.2502282,0.4655116,-0.1838928,284.7912,202.9783,88.67409,1.709345,-0.4475246,0.5744203,0.7327908,3.059726,0.5787454,0.4011814,0.4635487,-0.1438318,286.292,144.9828,293.3026,
3437.214,0.02442037,0.02006971,-0.04385467,0.2400977,0.09622591,0.04090505,0.1008358,0.09759883,-0.2377329,354.7872,355.3036,355.0182,-1.854501,-0.5915897,0.5250945,1.254819,-3.093982,-0.8647548,-0.2751986,0.4546528,-0.1764898,284.837,211.9829,77.8678,1.740447,-0.5296128,0.5900624,1.243627,2.920511,0.6791087,0.4236445,0.4543185,-0.1357712,286.9297,138.4097,301.5281,
3451.117,0.02432397,0.02548681,-0.04293218,0.2896268,0.07300795,0.0663227,0.1011772,0.09799043,-0.2382998,354.4976,355.2829,354.9885,-1.884654,-0.7113673,0.5655799,1.853829,-3.013534,-1.412954,-0.2998351,0.4416965,-0.169011,284.7764,220.7714,66.38456,1.760727,-0.6353891,0.6073253,1.734267,2.643013,0.881924,0.4467143,0.4431265,-0.1276472,287.4153,133.0572,308.936,
3464.77,0.02412348,0.0280239,-0.0422061,0.3014995,0.04068783,0.1015452,0.1015875,0.09832911,-0.2389197,354.2439,355.3001,354.889,-1.883506,-0.8096861,0.5787776,2.417324,-2.762832,-1.810727,-0.3239251,0.4281179,-0.1622315,284.9208,228.6412,55.54354,1.77735,-0.7294389,0.6127427,1.913165,2.490925,1.063412,0.4700139,0.4311725,-0.1201849,288.0687,127.1711,316.4742,
3478.89,0.02409961,0.02644399,-0.04148358,0.2847758,0.01208584,0.1217888,0.1020255,0.09859253,-0.2395506,354.0343,355.3205,354.8127,-1.864241,-0.9219073,0.5657516,2.857639,-2.384137,-2.042259,-0.3474951,0.4129572,-0.1563373,285.1557,235.3568,45.75708,1.800712,-0.8229009,0.6036674,1.864363,2.541485,1.193812,0.4934083,0.418417,-0.1134587,289.1978,120.6049,324.1667,
3493.047,0.02323327,0.02216244,-0.04101664,0.2466701,-0.01808363,0.1047031,0.1023359,0.09874465,-0.2401381,353.9052,355.3734,354.8042,-1.83189,-1.02316,0.5237416,2.87571,-2.072274,-2.022756,-0.37054,0.3968145,-0.1516419,285.7029,241.2783,37.51487,1.81602,-0.9031504,0.58064,1.775604,2.661472,1.242126,0.5165037,0.4048686,-0.1074502,290.8401,114.5027,331.0485,
3506.56,0.02202105,0.01737528,-0.04001642,0.198955,-0.03399085,0.09762295,0.102613,0.09882716,-0.2406521,353.804,355.4189,354.7475,-1.80492,-1.113909,0.4547449,2.538337,-2.063846,-1.774064,-0.393119,0.3800908,-0.1483168,287.0105,246.7591,30.74177,1.819628,-0.9960458,0.5364431,1.669319,2.761859,1.186056,0.5393695,0.3898436,-0.1023122,292.8454,109.6044,336.4085,
