controller_right_pos.x,controller_right_pos.y,controller_right_pos.z
1.968051,0.5162758,-1.411169,
1.968153,0.5160127,-1.411217,
1.96816,0.516147,-1.411169,
1.968755,0.5169938,-1.410815,
1.968694,0.5166482,-1.411043,
1.96853,0.5164639,-1.411258,
1.968689,0.5163995,-1.411254,
1.968824,0.5164476,-1.411129,
1.969005,0.5164919,-1.411046,
1.968732,0.5162657,-1.411229,
1.967623,0.5129844,-1.412119,
1.967652,0.5098091,-1.41333,
1.969366,0.5088021,-1.413972,
1.972538,0.5087301,-1.414668,
1.976499,0.5090875,-1.415233,
1.980212,0.5096009,-1.415159,
1.983269,0.5102872,-1.415011,
1.985273,0.5107442,-1.415045,
1.985558,0.5106636,-1.414779,
1.985629,0.5112187,-1.414948,
1.985929,0.5123412,-1.414783,
1.986542,0.5139483,-1.414757,
1.986977,0.5155774,-1.414488,
1.987357,0.5168553,-1.414409,
1.987598,0.5176437,-1.414382,
1.987731,0.5179946,-1.41433,
1.987788,0.5182429,-1.414271,
1.987714,0.518783,-1.41395,
1.987742,0.5192448,-1.413972,
1.987825,0.5195757,-1.414073,
1.987927,0.5195916,-1.414243,
1.988121,0.5192328,-1.414529,
1.987813,0.5186098,-1.41394,
1.987935,0.518135,-1.414182,
1.988114,0.518043,-1.414425,
1.988336,0.51815,-1.414671,
1.988327,0.5185884,-1.413432,
1.988509,0.5185682,-1.413558,
1.988682,0.5185566,-1.413686,
1.988864,0.5186198,-1.413831,
1.98907,0.5187325,-1.413988,
1.988768,0.5191951,-1.412697,
1.988993,0.5191825,-1.412879,
1.989163,0.5191586,-1.413052,
1.989455,0.5192078,-1.413278,
1.989684,0.5192376,-1.413475,
1.989455,0.5193356,-1.412527,
1.989678,0.51938,-1.412674,
1.989919,0.5194323,-1.412829,
1.990128,0.5194423,-1.412971,
1.990353,0.5194331,-1.413125,
1.989699,0.5198221,-1.412034,
1.989945,0.5198686,-1.412165,
1.990191,0.5199419,-1.412299,
1.99042,0.5199826,-1.412449,
1.990661,0.5199244,-1.412623,
1.989637,0.5204844,-1.41143,
1.989872,0.5203456,-1.411615,
1.990128,0.5203245,-1.411771,
1.990391,0.5203547,-1.4119,
1.989954,0.5204827,-1.410943,
1.990216,0.5205168,-1.41107,
1.990478,0.5205778,-1.411186,
1.990835,0.5206413,-1.411336,
1.9912,0.5206336,-1.411507,
1.990855,0.5204912,-1.410412,
1.991133,0.5202524,-1.410567,
1.991395,0.5200191,-1.410725,
1.991665,0.5198336,-1.410894,
1.991947,0.5197129,-1.411057,
1.991678,0.5196131,-1.410583,
1.991999,0.5196428,-1.410703,
1.992308,0.5196443,-1.410825,
1.992609,0.5196209,-1.410939,
1.992921,0.5196148,-1.411067,
1.992726,0.5196508,-1.410634,
1.993066,0.5196089,-1.410798,
1.993394,0.5194485,-1.410961,
1.993676,0.5192083,-1.411133,
1.992912,0.5194495,-1.410651,
1.993112,0.5193256,-1.410784,
1.993345,0.5193378,-1.410904,
1.993585,0.5194056,-1.411012,
1.993838,0.5194432,-1.411129,
1.993235,0.519751,-1.410664,
1.993427,0.5197508,-1.410782,
1.993627,0.519797,-1.410907,
1.993819,0.519826,-1.411027,
1.994051,0.5197381,-1.411188,
1.993185,0.5200809,-1.410859,
1.99337,0.5199926,-1.410988,
1.99353,0.5199618,-1.411096,
1.99372,0.5200002,-1.411197,
1.99393,0.520088,-1.41129,
1.993197,0.5208752,-1.410836,
1.99341,0.5208474,-1.410955,
1.993611,0.5207287,-1.411087,
1.993811,0.5205918,-1.411224,
1.994001,0.5205148,-1.411344,
1.99332,0.5209747,-1.410917,
1.99353,0.520998,-1.410994,
1.993719,0.5209742,-1.411076,
1.993943,0.5208859,-1.411186,
1.993073,0.5213845,-1.410722,
1.993263,0.5212477,-1.410829,
1.993454,0.5211281,-1.410935,
1.993659,0.5210524,-1.411046,
1.993876,0.5209938,-1.411152,
1.993093,0.5215266,-1.410554,
1.993329,0.5214534,-1.410646,
1.993567,0.5214089,-1.41073,
1.993809,0.5213925,-1.410825,
1.994066,0.5213541,-1.410935,
1.993315,0.5218218,-1.410511,
1.993496,0.5216606,-1.410601,
1.99369,0.5215075,-1.410702,
1.993935,0.5214441,-1.410791,
1.994205,0.5214187,-1.410876,
1.993371,0.5219998,-1.41055,
1.993587,0.5219373,-1.410608,
1.993786,0.5218706,-1.410659,
1.994,0.5217651,-1.410719,
1.994192,0.5215631,-1.410803,
1.99346,0.5218949,-1.41047,
1.99359,0.5216649,-1.410526,
1.99374,0.5216175,-1.410575,
1.993925,0.5216898,-1.410608,
1.993241,0.5223319,-1.410105,
1.993298,0.5221984,-1.410116,
1.993343,0.5220425,-1.410133,
1.993432,0.5220016,-1.41015,
1.993538,0.5220516,-1.410144,
1.992731,0.522673,-1.409773,
1.992778,0.5227054,-1.409777,
1.992709,0.5225985,-1.409787,
1.992544,0.5223815,-1.409782,
1.992392,0.5222043,-1.409774,
1.991518,0.5226396,-1.409415,
1.991307,0.5225817,-1.409375,
1.991178,0.5226582,-1.409334,
1.991076,0.5228848,-1.409305,
1.991098,0.5231236,-1.409267,
1.990455,0.5236979,-1.408869,
1.990335,0.523525,-1.408883,
1.990158,0.5231636,-1.408951,
1.99008,0.5228102,-1.408988,
1.989599,0.5232757,-1.408674,
1.989499,0.5235673,-1.408702,
1.989586,0.5237857,-1.408701,
1.989587,0.523703,-1.408756,
1.989548,0.5233764,-1.408878,
1.989013,0.5236425,-1.408667,
1.989162,0.5236266,-1.408781,
1.98932,0.523698,-1.408888,
1.98946,0.5236792,-1.40896,
1.989528,0.5235546,-1.408992,
1.98911,0.5238333,-1.408722,
1.989184,0.5238349,-1.408722,
1.98927,0.5237648,-1.408723,
1.989308,0.5236076,-1.408764,
1.989286,0.5234409,-1.408868,
1.988814,0.5236572,-1.408768,
1.988829,0.5235124,-1.408813,
1.988756,0.5233645,-1.40885,
1.988725,0.523221,-1.408858,
1.988806,0.5231597,-1.408903,
1.988621,0.5234201,-1.408752,
1.988734,0.5235165,-1.408747,
1.988651,0.5234416,-1.408716,
1.988601,0.5232937,-1.408711,
1.988007,0.52332,-1.408594,
1.98808,0.5233209,-1.408659,
1.988004,0.5232204,-1.408768,
1.987964,0.5232508,-1.40885,
1.987994,0.5234078,-1.40888,
1.98781,0.5237558,-1.408634,
1.987751,0.5238839,-1.408631,
1.987685,0.5238608,-1.408629,
1.987696,0.5238113,-1.40864,
1.98776,0.5237303,-1.408681,
1.987715,0.5236043,-1.408579,
1.987682,0.523296,-1.408672,
1.987622,0.5230297,-1.408761,
1.987621,0.5228909,-1.40883,
1.987662,0.5228838,-1.408869,
1.987633,0.5230558,-1.408746,
1.987686,0.523068,-1.408756,
1.987707,0.5229892,-1.408777,
1.987677,0.5228696,-1.408807,
1.987609,0.5228082,-1.408848,
1.987524,0.5229301,-1.408774,
1.987557,0.5229197,-1.408826,
1.987563,0.5228184,-1.408883,
1.987538,0.5226696,-1.408944,
1.987499,0.5225794,-1.408997,
1.987416,0.522705,-1.409006,
1.987399,0.5226971,-1.409028,
1.987339,0.5226347,-1.409036,
1.987256,0.5225359,-1.409045,
1.987199,0.5225508,-1.408882,
1.987121,0.522553,-1.408908,
1.987145,0.5226093,-1.408933,
1.987174,0.5226315,-1.408962,
1.987176,0.5225846,-1.408997,
1.987033,0.5225621,-1.408878,
1.986907,0.5224292,-1.408891,
1.986831,0.5223426,-1.408909,
1.986846,0.5223339,-1.408914,
1.986922,0.5223426,-1.408927,
1.986993,0.5223924,-1.408818,
1.986942,0.5222279,-1.40887,
1.986893,0.5220701,-1.408917,
1.986828,0.521929,-1.408961,
1.986835,0.5219148,-1.408861,
1.986852,0.5218817,-1.408874,
1.986859,0.5218565,-1.408892,
1.986871,0.5218219,-1.408907,
1.986908,0.5217898,-1.408908,
1.986935,0.5217939,-1.408753,
1.986839,0.5217698,-1.408774,
1.986807,0.5217468,-1.408792,
1.986838,0.521662,-1.40881,
1.986905,0.5215212,-1.408832,
1.986899,0.5214532,-1.40876,
1.986832,0.5213147,-1.408794,
1.986829,0.5212333,-1.408814,
1.986812,0.5211733,-1.408832,
1.986836,0.5211364,-1.408861,
1.986887,0.5211003,-1.408746,
1.986909,0.5210195,-1.408779,
1.986876,0.5209435,-1.408805,
1.986843,0.5208939,-1.408819,
1.986855,0.520874,-1.408834,
1.986906,0.5209191,-1.408785,
1.986954,0.52087,-1.408822,
1.98699,0.5207826,-1.408868,
1.986977,0.5206354,-1.408913,
1.98698,0.5204809,-1.408896,
1.98688,0.5203757,-1.40884,
1.986897,0.5203361,-1.408879,
1.986972,0.5202972,-1.408902,
1.987064,0.5202227,-1.408925,
1.987002,0.5202442,-1.408795,
1.986936,0.520197,-1.408831,
1.986925,0.5201592,-1.408867,
1.986916,0.5200714,-1.408914,
1.986931,0.5199701,-1.408954,
1.986927,0.5199284,-1.408803,
1.986876,0.5198709,-1.408827,
1.986846,0.5198349,-1.408848,
1.98684,0.5198284,-1.408854,
1.98686,0.5198207,-1.408869,
1.986831,0.5199,-1.408807,
1.986802,0.5198286,-1.408836,
1.986752,0.5197321,-1.408865,
1.986711,0.519648,-1.408898,
1.98672,0.5195853,-1.408924,
1.986643,0.519617,-1.408844,
1.986566,0.5195603,-1.408862,
1.986555,0.519523,-1.408875,
1.986519,0.5194787,-1.408895,
1.9865,0.5194924,-1.40876,
1.986478,0.5194172,-1.408787,
1.986436,0.5193238,-1.408816,
1.986423,0.5192446,-1.408837,
1.986334,0.5191743,-1.408864,
1.986444,0.5192006,-1.408767,
1.986419,0.5191494,-1.408782,
1.986393,0.5190995,-1.408797,
1.685278,-0.08827397,-1.773566,
1.685414,-0.08893658,-1.773294,
1.685522,-0.08993785,-1.773026,
1.685574,-0.09087079,-1.772809,
1.685591,-0.09190027,-1.772619,
1.685559,-0.09284195,-1.77251,
1.685465,-0.09403787,-1.772449,
1.685271,-0.09529589,-1.772525,
1.685019,-0.09657346,-1.772631,
1.684799,-0.09771596,-1.772673,
1.684648,-0.09883782,-1.772594,
1.684589,-0.1000686,-1.772352,
1.684525,-0.101447,-1.772048,
1.684464,-0.1028673,-1.771677,
1.684345,-0.1044023,-1.771315,
1.684169,-0.1058505,-1.771029,
1.683959,-0.1074988,-1.770694,
1.779778,-0.02689889,-1.210925,
1.779713,-0.0278744,-1.210634,
1.98681,0.5211691,-1.408836,
-0.6598632,1.585928,-0.1557853,
-0.6596179,1.584749,-0.1549602,
-0.6586708,1.583636,-0.1545197,
-0.6576396,1.582142,-0.1540041,
-0.6567394,1.58047,-0.1533634,
-0.6559223,1.578787,-0.1526118,
-0.6553844,1.577814,-0.151218,
-0.6550915,1.57687,-0.1498456,
-0.6549511,1.575464,-0.1491632,
-0.6548138,1.574059,-0.149144,
-0.6546371,1.572422,-0.1488265,
-0.6545936,1.570369,-0.1483457,
-0.654617,1.56794,-0.1483172,
-0.6547609,1.565104,-0.1487147,
-0.6547614,1.561803,-0.1491212,
-0.6547215,1.558096,-0.1493958,
-0.6543942,1.554138,-0.1493102,
-0.6541186,1.549725,-0.1491553,
-0.6538911,1.544929,-0.1492449,
-0.6536327,1.539563,-0.149696,
-0.6530741,1.533736,-0.1499604,
-0.6522685,1.527547,-0.1499827,
-0.6513347,1.521207,-0.1498802,
-0.650488,1.514676,-0.1496438,
-0.6500028,1.508068,-0.1495796,
-0.6495151,1.501397,-0.1495592,
-0.6491832,1.494486,-0.1493467,
-0.6489172,1.48725,-0.1490952,
-0.6484932,1.479641,-0.1489878,
-0.6480787,1.471907,-0.14888,
-0.6476223,1.464116,-0.1485308,
-0.647168,1.455899,-0.1478954,
-0.6469864,1.447434,-0.1473782,
-0.646767,1.438708,-0.1468391,
-0.646682,1.429738,-0.1463953,
-0.646578,1.420516,-0.1459263,
-0.6463864,1.410935,-0.1452968,
-0.6461222,1.40142,-0.1446305,
-0.6458372,1.392386,-0.1437172,
-0.6456707,1.383616,-0.1425849,
-0.6456029,1.374902,-0.1417448,
-0.6456777,1.366537,-0.1410715,
-0.6458092,1.358585,-0.1401886,
-0.6461512,1.35081,-0.1393533,
-0.6465226,1.343117,-0.1385117,
-0.6466953,1.335827,-0.1375262,
-0.6466784,1.329138,-0.1361192,
-0.6465505,1.322457,-0.1346346,
-0.6468194,1.315834,-0.1339816,
-0.6470699,1.309284,-0.1332653,
-0.6472095,1.302763,-0.1322097,
-0.6473582,1.296232,-0.1311839,
-0.6475433,1.28978,-0.1302571,
-0.6475309,1.283876,-0.1292445,
-0.6475202,1.278219,-0.1280254,
-0.6474268,1.272694,-0.1270216,
-0.6473159,1.267343,-0.1263337,
-0.6471771,1.262264,-0.1259407,
-0.6470265,1.257448,-0.1253642,
-0.6470256,1.25291,-0.1246803,
-0.64698,1.248805,-0.1240181,
-0.6469793,1.245206,-0.1233858,
-0.6468626,1.242119,-0.1229044,
-0.6467077,1.239562,-0.1225777,
-0.6465603,1.237697,-0.1223579,
-0.6462392,1.236401,-0.1223487,
-0.6458992,1.236007,-0.1227875,
-0.6456093,1.236523,-0.1233547,
-0.6453328,1.238004,-0.124076,
-0.6450433,1.240299,-0.1249896,
-0.6448145,1.243357,-0.1261152,
-0.6446776,1.247193,-0.1274279,
-0.6448082,1.251686,-0.1290144,
-0.6450616,1.256602,-0.1308298,
-0.645304,1.262626,-0.1328127,
-0.6455932,1.268874,-0.1347044,
-0.6458561,1.276064,-0.1365267,
-0.6461266,1.28339,-0.1383391,
-0.6464996,1.290951,-0.1402493,
-0.6469097,1.298803,-0.1422197,
-0.6472592,1.307123,-0.1441672,
-0.6476235,1.315585,-0.1460162,
-0.6479783,1.32431,-0.1478922,
-0.6483756,1.33347,-0.1495522,
-0.6488149,1.342725,-0.1511169,
-0.6492988,1.352113,-0.1525828,
-0.6497325,1.361594,-0.1539506,
-0.6502336,1.371267,-0.1553294,
-0.6507464,1.381072,-0.1563767,
-0.6513647,1.390613,-0.1574591,
-0.6518823,1.400222,-0.1586097,
-0.6525565,1.40994,-0.1594491,
-0.6534047,1.419751,-0.1599528,
-0.6544452,1.429404,-0.1604816,
-0.6555884,1.439051,-0.1610078,
-0.6567903,1.448547,-0.161286,
-0.6581884,1.457918,-0.161416,
-0.6599485,1.466832,-0.161596,
-0.6618911,1.47532,-0.1619559,
-0.6637815,1.483506,-0.1621487,
-0.6658725,1.4916,-0.1620914,
-0.6681631,1.499255,-0.1619383,
-0.6708686,1.506603,-0.1618763,
-0.6736792,1.513698,-0.1616704,
-0.6765472,1.520638,-0.1612881,
-0.6795229,1.527284,-0.1606637,
-0.6828596,1.533562,-0.1602507,
-0.6863171,1.539655,-0.159846,
-0.6898375,1.545565,-0.1592449,
-0.6935465,1.551175,-0.1584314,
-0.6974375,1.556334,-0.1576919,
-0.7014995,1.561103,-0.1570956,
-0.7058146,1.565532,-0.1564233,
-0.7103139,1.569535,-0.1555518,
-0.714886,1.573089,-0.1545899,
-0.7197241,1.575905,-0.15389,
-0.7247261,1.578477,-0.1533046,
-0.7298275,1.58049,-0.1526529,
-0.7352118,1.581965,-0.1521902,
-0.7406271,1.583002,-0.1516838,
-0.746069,1.583473,-0.1511045,
-0.7516941,1.583478,-0.1505643,
-0.7573317,1.583052,-0.1499687,
-0.7630599,1.582315,-0.149275,
-0.7688192,1.581078,-0.1485357,
-0.7744729,1.579339,-0.1477587,
-0.7801093,1.577372,-0.1469692,
-0.7856023,1.574952,-0.1460582,
-0.7909121,1.572248,-0.1451614,
-0.7959252,1.568666,-0.1444532,
-0.8007223,1.564857,-0.1437036,
-0.8051732,1.560523,-0.1428504,
-0.8095248,1.555823,-0.142092,
-0.813737,1.550887,-0.1414776,
-0.8178648,1.545595,-0.1409809,
-0.8218631,1.54009,-0.1404034,
-0.8256806,1.534266,-0.139877,
-0.8292108,1.528092,-0.1393906,
-0.8324566,1.521789,-0.1389036,
-0.8353982,1.5154,-0.1382578,
-0.8382154,1.508934,-0.1375863,
-0.8407678,1.502253,-0.1369357,
-0.8431232,1.495511,-0.1363552,
-0.845297,1.488658,-0.1358165,
-0.8474177,1.481706,-0.1353291,
-0.8494025,1.474606,-0.1347433,
-0.8514848,1.467458,-0.134243,
-0.8534635,1.460181,-0.1337921,
-0.8550101,1.452894,-0.1332134,
-0.8566009,1.445624,-0.1326001,
-0.8580105,1.438273,-0.1319219,
-0.8594242,1.430787,-0.1314385,
-0.8607475,1.423334,-0.1311735,
-0.8617961,1.415794,-0.1307578,
-0.8627025,1.408396,-0.1301821,
-0.8636455,1.400968,-0.1296851,
-0.8645719,1.393604,-0.1292581,
-0.8654786,1.386434,-0.1286985,
-0.8663091,1.379319,-0.1279884,
-0.8672329,1.372255,-0.1273817,
-0.8681236,1.3651,-0.1267794,
-0.8686955,1.357913,-0.1260418,
-0.8691033,1.350664,-0.1252937,
-0.8695375,1.343358,-0.1246712,
-0.8698971,1.336129,-0.1241493,
-0.8703557,1.328952,-0.1236247,
-0.8706823,1.322067,-0.1229684,
-0.871101,1.315543,-0.1223453,
-0.8717463,1.309218,-0.1219436,
-0.8724465,1.30326,-0.1215339,
-0.8731366,1.297736,-0.1211513,
-0.8737133,1.292567,-0.1207872,
-0.8744157,1.287816,-0.1206474,
-0.8751854,1.283574,-0.1206293,
-0.8759812,1.279873,-0.1205622,
-0.8766821,1.276598,-0.1205118,
-0.8775483,1.273693,-0.120692,
-0.8782221,1.271203,-0.1208744,
-0.8787793,1.26903,-0.1211114,
-0.8794309,1.267258,-0.121448,
-0.8801183,1.26574,-0.121777,
-0.8807973,1.264463,-0.1222139,
-0.8816202,1.26341,-0.1226173,
-0.8823125,1.262362,-0.1229175,
-0.8830124,1.261297,-0.1232923,
-0.8836569,1.260206,-0.123661,
-0.8841795,1.259046,-0.1239775,
-0.8845646,1.257875,-0.1242141,
-0.8847818,1.256748,-0.1244195,
-0.8850119,1.255497,-0.1246648,
-0.8851154,1.254176,-0.1248829,
-0.8852115,1.25287,-0.1250217,
-0.8853164,1.251578,-0.1251687,
-0.8853775,1.250229,-0.1251088,
-0.8854178,1.248929,-0.1251077,
-0.8856034,1.247772,-0.125089,
-0.8856778,1.246872,-0.1249739,
-0.8854159,1.246191,-0.1246542,
-0.8853018,1.245382,-0.1243859,
-0.8857726,1.244336,-0.1245643,
-0.8860933,1.243342,-0.1244952,
-0.8864828,1.242392,-0.1247315,
-0.8875467,1.241529,-0.12482,
