time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
1864.289,-0.05984658,0.0006333827,0.006295615,-0.01522704,-0.1753918,-0.01122896,0.09398985,0.07909948,-0.2605629,2.915945,358.4251,354.667,-1.569796,-0.1194563,0.3200311,-3.397667,-3.212231,-3.049058,-0.07287799,0.1825505,0.1229534,316.6655,28.64035,305.3714,1.311679,0.8602028,0.1704696,0.03091383,-1.375232,-3.384016,0.3037988,-0.359393,0.1995987,13.48727,4.317355,339.8531,
1877.968,-0.06342164,-0.0004323591,0.009063857,-0.0309399,-0.2022869,-0.0003674062,0.0930047,0.07901607,-0.2603936,2.94614,358.6271,354.6374,-1.63492,-0.221576,0.3559318,-3.205022,-3.554411,-3.296788,-0.09391475,0.1762545,0.1281499,315.5544,24.52938,312.0991,1.270646,0.9913363,0.140352,0.1646948,-1.432665,-3.408249,0.3181892,-0.343803,0.2007601,12.11763,6.228806,342.2341,
1892.103,-0.06727064,-0.002459479,0.01144136,-0.06101297,-0.2260748,0.006466046,0.09197378,0.0789488,-0.2602019,3.031495,358.8405,354.6092,-1.682681,-0.3330568,0.3842971,-2.834089,-3.87417,-3.547443,-0.1147275,0.1684359,0.1332943,314.5811,19.96761,319.0358,1.21128,1.11791,0.1109172,0.2741707,-1.402337,-3.573416,0.3315231,-0.3266011,0.2016559,10.60124,8.01941,344.9542,
1906.05,-0.07134843,-0.004670931,0.01322939,-0.08914618,-0.2449562,0.0153892,0.09084487,0.07882666,-0.2599697,3.115665,359.0726,354.5665,-1.704112,-0.440195,0.4018476,-2.515974,-4.14014,-3.704229,-0.1353222,0.1595432,0.138448,314.037,15.29591,326.2244,1.138398,1.239617,0.07900186,0.3956617,-1.36851,-3.760753,0.343733,-0.3081307,0.2019407,8.850832,9.660434,347.7872,
1919.686,-0.07561453,-0.006153622,0.01479038,-0.1074327,-0.2613478,0.0339858,0.08963156,0.0787584,-0.2597394,3.196006,359.3025,354.4896,-1.705742,-0.5671274,0.4105309,-2.160751,-4.435947,-3.784845,-0.1554724,0.1486107,0.1435896,313.7655,10.61595,333.5999,1.048597,1.358036,0.04413322,0.6008185,-1.302613,-3.945861,0.3545571,-0.2884926,0.2016651,6.742267,10.98833,350.6556,
1933.758,-0.08011451,-0.006493947,0.01687844,-0.1025496,-0.2809057,0.06130377,0.08836532,0.07871211,-0.2594309,3.224016,359.5481,354.3818,-1.678779,-0.6973553,0.40814,-1.686382,-4.640382,-3.772089,-0.1744893,0.1356848,0.1486074,313.6631,6.105951,340.7296,0.9425691,1.463785,0.00856334,0.8294485,-1.183335,-4.10761,0.3639209,-0.2680571,0.2009802,4.379784,11.93981,353.5233,
1947.83,-0.08365328,-0.004050659,0.01919163,-0.08631771,-0.2958313,0.07778495,0.08712959,0.07882667,-0.2590938,3.232188,359.7994,354.291,-1.612351,-0.8337697,0.4005609,-1.270573,-4.601345,-3.633041,-0.1917739,0.1211237,0.1532719,313.9533,2.161966,347.0901,0.8424311,1.53831,-0.02050831,0.9500577,-1.04825,-4.240008,0.3722889,-0.247371,0.2001626,2.027628,12.61832,356.448,
1961.522,-0.08622297,0.001177176,0.02172787,-0.045201,-0.3131801,0.08428086,0.08590412,0.07901996,-0.2587509,3.160719,0.06127193,354.2108,-1.493981,-0.9765857,0.3789804,-0.8807256,-4.448721,-3.289112,-0.2069096,0.104821,0.1575346,314.313,359.0886,352.5128,0.6955332,1.618703,-0.0565168,0.9495676,-0.8445792,-4.446265,0.3782133,-0.2251695,0.1986651,359.7436,12.93544,359.694,
1975.68,-0.08784103,0.006828052,0.02309277,0.01563103,-0.334168,0.09598301,0.08467746,0.07923166,-0.2584219,3.020002,0.3350198,354.0932,-1.390005,-1.075815,0.3631646,-0.5595422,-4.397941,-3.035235,-0.2213619,0.08829023,0.1619205,314.854,356.231,357.9045,0.5809308,1.663561,-0.08086725,0.870823,-0.7403237,-4.591716,0.3835649,-0.203251,0.1971763,357.5715,13.16787,2.983187,
1989.591,-0.08919343,0.01191874,0.02405703,0.07139819,-0.3589203,0.1172128,0.08339334,0.07952327,-0.2580404,2.854002,0.6326591,353.9444,-1.266714,-1.185498,0.3625195,-0.4239081,-4.355019,-2.866008,-0.2340198,0.0701558,0.1667243,315.8858,353.7358,3.048591,0.4708681,1.695569,-0.1032383,0.786499,-0.700264,-4.715899,0.3877047,-0.1811743,0.1954553,355.4209,13.25614,6.364352,
2003.454,-0.0900614,0.01728206,0.02430924,0.1255789,-0.3822551,0.1284531,0.08216619,0.07990557,-0.257741,2.655323,0.933372,353.8218,-1.154596,-1.275124,0.3746899,-0.3930248,-4.211328,-2.781073,-0.2452554,0.05155905,0.171682,317.3421,351.5435,7.68243,0.3656514,1.715667,-0.1243922,0.715081,-0.7373731,-4.827231,0.3905092,-0.1591104,0.1935075,353.2619,13.26624,9.844838,
2017.218,-0.09016871,0.02154821,0.02395328,0.1713699,-0.3972729,0.1102474,0.08093166,0.08031969,-0.2574086,2.423632,1.239269,353.7645,-1.019983,-1.360632,0.3847825,-0.4069407,-3.680097,-2.703038,-0.2541844,0.03195378,0.1766354,318.852,349.6096,11.05486,0.2609892,1.720696,-0.1413208,0.6253554,-0.7844432,-4.892516,0.3919944,-0.1371722,0.1914535,351.2156,13.11552,13.3911,
2031.392,-0.08957725,0.02600781,0.02377672,0.2159638,-0.4032219,0.067054,0.07971334,0.08073804,-0.2570753,2.152337,1.539211,353.7611,-0.8950488,-1.423803,0.3813726,-0.3476946,-2.848815,-2.740101,-0.2613515,0.01196829,0.1811786,320.1073,347.2625,13.58139,0.1709259,1.712737,-0.1533228,0.534279,-0.841262,-4.918246,0.3926376,-0.1155975,0.1893089,349.2909,12.8126,16.99001,
2045.335,-0.08853988,0.02917675,0.02366626,0.2607519,-0.3947812,0.01523669,0.07849836,0.08119171,-0.2568035,1.853204,1.803461,353.802,-0.7741965,-1.469345,0.3701275,-0.3300078,-2.141171,-2.776338,-0.2669672,-0.008206232,0.1853471,321.3839,344.8847,15.72977,0.07076234,1.690171,-0.1641113,0.3956322,-0.9132665,-4.924029,0.3917064,-0.09434312,0.1869387,347.605,12.35447,20.71871,
2058.867,-0.08783148,0.03173709,0.02275435,0.2887833,-0.3759596,-0.03464388,0.0772717,0.08160637,-0.2565737,1.554019,2.041737,353.8666,-0.6447155,-1.502254,0.3598939,-0.400924,-1.883607,-2.62168,-0.2712359,-0.02841062,0.1893546,322.8866,343.3181,17.71577,-0.02683531,1.657288,-0.1741862,0.2537706,-0.9542326,-4.890599,0.3896357,-0.07339972,0.1841087,346.1324,11.67747,24.4725,
2073.043,-0.0874419,0.0316972,0.02176779,0.3030073,-0.3470417,-0.06995795,0.07605267,0.08196201,-0.2563224,1.280041,2.244018,353.9387,-0.5092364,-1.520298,0.3440248,-0.4453273,-1.934205,-2.302794,-0.2742789,-0.04847962,0.1928764,324.42,342.6434,19.5509,-0.1221945,1.619292,-0.1845945,0.1439214,-0.954765,-4.842037,0.3864146,-0.05294598,0.1811256,344.7859,10.7582,28.22502,
2086.988,-0.08688188,0.02992065,0.02119019,0.2941887,-0.3053333,-0.09428831,0.07484484,0.08229944,-0.2560077,1.053022,2.408896,354.0267,-0.3801961,-1.523561,0.3183851,-0.3924202,-2.021242,-1.965951,-0.276011,-0.06845392,0.1958947,325.7645,342.3861,21.25625,-0.2106801,1.581224,-0.1951309,0.1202971,-0.9456833,-4.777106,0.3823989,-0.03295901,0.1781544,343.4466,9.71589,31.9034,
2100.681,-0.08647121,0.02732086,0.02036676,0.2775291,-0.2579128,-0.1018774,0.07365441,0.082596,-0.2557669,0.8364393,2.523069,354.0841,-0.2670619,-1.513332,0.2885107,-0.3121966,-2.021347,-1.736644,-0.2766354,-0.08796342,0.1985169,326.9933,342.1441,22.85444,-0.2879567,1.543772,-0.206349,0.1763806,-0.9611914,-4.693969,0.3775873,-0.0136361,0.1750851,342.0739,8.685772,35.5068,
2114.821,-0.08541876,0.02491914,0.01979617,0.2538043,-0.2007262,-0.09922112,0.0725112,0.08292727,-0.2554884,0.6601041,2.575943,354.1378,-0.1749946,-1.493874,0.2583579,-0.2478355,-1.994752,-1.678067,-0.2765001,-0.1067883,0.200634,328.3001,341.7234,24.52724,-0.355205,1.498181,-0.2128006,0.2018016,-1.004108,-4.56475,0.3719715,0.005012963,0.1721332,340.908,7.655141,39.03721,
2128.792,-0.08398259,0.02227181,0.01974701,0.2296334,-0.1430988,-0.1033088,0.07140779,0.08319402,-0.2551827,0.5038198,2.593405,354.2232,-0.103691,-1.468117,0.2298882,-0.09176368,-2.131313,-1.779899,-0.2758678,-0.1251497,0.2024978,329.763,341.2206,26.70502,-0.4155279,1.447019,-0.2132958,0.2233433,-1.08512,-4.44646,0.3657475,0.02300872,0.1693658,339.9179,6.630142,42.59829,
2142.576,-0.08204226,0.01935751,0.02020182,0.2062187,-0.08523173,-0.1248249,0.07033753,0.08340351,-0.2548475,0.3642012,2.567784,354.3538,-0.05185138,-1.444832,0.210069,0.120221,-2.330771,-1.937443,-0.2749082,-0.1431839,0.2043325,331.3374,340.7805,29.24022,-0.4661711,1.395556,-0.2100008,0.3188236,-1.202226,-4.317538,0.3587536,0.04033001,0.1666849,338.9736,5.803789,46.1173,
2156.681,-0.07995193,0.01647366,0.02044992,0.1818872,-0.02772001,-0.1402065,0.0692668,0.08349491,-0.2545724,0.2488689,2.500205,354.4741,0.005334809,-1.412654,0.1858024,0.3554944,-2.449105,-2.101416,-0.2727743,-0.1605791,0.205669,332.9012,340.3448,31.92619,-0.5228471,1.337023,-0.2043349,0.4083561,-1.282749,-4.16369,0.3507335,0.0569679,0.1640284,338.1377,5.022135,49.53238,
2170.648,-0.07818998,0.01265046,0.02048675,0.1562472,0.02491763,-0.129271,0.06818604,0.08356271,-0.2543168,0.168306,2.400586,354.5349,0.06405053,-1.375844,0.1582648,0.5417914,-2.363492,-2.192746,-0.2697004,-0.1775416,0.2067076,334.2563,339.8385,34.40601,-0.5736073,1.289655,-0.2013659,0.4929618,-1.267289,-4.036488,0.3424183,0.07310747,0.1614348,337.2567,4.122804,52.86005,
2184.446,-0.07603345,0.007733641,0.0197737,0.1185163,0.07098116,-0.09974904,0.06704521,0.08352686,-0.254066,0.1480607,2.276263,354.5578,0.1250707,-1.335757,0.1314366,0.6606641,-2.175403,-2.217681,-0.2657421,-0.1938184,0.2075248,335.4623,339.3008,36.65639,-0.621935,1.2478,-0.1999776,0.6011022,-1.191729,-3.909094,0.333448,0.08873462,0.1589253,336.2789,3.222648,56.04678,
2198.261,-0.07331488,0.00189678,0.01875879,0.06544317,0.1113157,-0.06738122,0.06594801,0.08344595,-0.2538528,0.2012993,2.138347,354.5691,0.1845738,-1.297459,0.1093329,0.7006204,-2.018989,-2.255385,-0.2612332,-0.2096169,0.2081082,336.7611,338.7682,38.79544,-0.6685132,1.209095,-0.1982178,0.6940696,-1.07258,-3.772053,0.3238674,0.1037837,0.1565458,335.2376,2.296969,59.07633,
2212.332,-0.06942771,-0.004873042,0.01725348,0.008502509,0.1489744,-0.03401175,0.0650661,0.08324827,-0.2536383,0.290286,1.974904,354.5572,0.2425839,-1.267044,0.09289925,0.7972572,-1.992322,-2.335319,-0.2560209,-0.2251268,0.2086038,338.202,338.3769,41.10567,-0.7142985,1.165505,-0.1936054,0.7107518,-0.9449353,-3.593103,0.3136835,0.1180537,0.1543155,334.2944,1.302304,61.89299,
2226.284,-0.06581158,-0.01006197,0.0162054,-0.04377984,0.1748951,-0.008866945,0.06424665,0.08304155,-0.2534842,0.4154465,1.81389,354.5412,0.3025512,-1.236955,0.08253662,0.9245733,-2.011867,-2.377703,-0.2502857,-0.2402326,0.2092619,339.6649,338.2361,43.44759,-0.7613651,1.114393,-0.1885477,0.6701888,-0.820513,-3.400742,0.3028259,0.1314472,0.1521424,333.4513,0.2235467,64.52784,
2240.062,-0.06196295,-0.01472576,0.01471156,-0.0785756,0.1931683,0.007394658,0.06349921,0.0827371,-0.2533207,0.5324951,1.650854,354.5286,0.3564804,-1.209407,0.07196839,0.8704801,-1.951874,-2.430504,-0.2437755,-0.2546772,0.2096289,341.2974,337.9726,45.51425,-0.8091844,1.052822,-0.1828822,0.5792755,-0.7296713,-3.199169,0.2913513,0.1437916,0.1499632,332.7708,359.0558,67.00851,
2254.064,-0.05741789,-0.01873247,0.01284057,-0.1158154,0.2142283,0.01104595,0.06284308,0.08250272,-0.2531075,0.7003605,1.464024,354.5358,0.4023491,-1.183425,0.06068407,0.8090895,-1.861778,-2.467822,-0.2367527,-0.2686877,0.2097387,342.952,337.6854,47.45586,-0.8498619,0.9923694,-0.1795669,0.4579165,-0.6661725,-2.990115,0.27954,0.1554178,0.1477676,332.2643,357.8175,69.31687,
2268.056,-0.05317119,-0.02103594,0.01259468,-0.1412047,0.2287667,0.01370706,0.06226206,0.08228005,-0.2528963,0.8534977,1.277042,354.5279,0.4615253,-1.144792,0.03875107,0.8454996,-1.746433,-2.522734,-0.228723,-0.282153,0.2093974,344.5019,337.3975,49.49788,-0.8962053,0.9009799,-0.1686999,0.231557,-0.6828826,-2.604588,0.2669252,0.1655717,0.1457638,332.2994,356.6598,71.07973,
2281.792,-0.04854783,-0.02154375,0.01125975,-0.1372362,0.235323,0.0244208,0.06171918,0.08204041,-0.2527847,0.9603654,1.09494,354.4946,0.5092794,-1.111313,0.02370821,1.07867,-1.613767,-2.598392,-0.2202933,-0.2954834,0.2093616,345.7994,337.2506,51.90216,-0.9346501,0.8162563,-0.158387,0.09203947,-0.7960974,-2.406286,0.2540971,0.1750313,0.143862,332.5305,355.4355,73.08276,
2295.895,-0.0428756,-0.0197749,0.01126282,-0.1163761,0.2325744,0.01723311,0.06127405,0.08187821,-0.2526007,1.026017,0.9265856,354.5097,0.5643636,-1.078853,0.01936651,1.313043,-1.493425,-2.625134,-0.2108789,-0.3085759,0.2097213,346.959,337.2891,54.37541,-0.9678613,0.7402866,-0.1497168,0.08992499,-0.89921,-2.380979,0.2409283,0.183719,0.1421252,332.7071,354.1996,75.37659,
2309.846,-0.03689704,-0.0164417,0.01119333,-0.07735723,0.2194581,-0.006760923,0.06090689,0.0817885,-0.2524157,1.03035,0.7785842,354.5631,0.6406003,-1.046577,0.03486761,1.369689,-1.523423,-2.482491,-0.2002236,-0.3208854,0.21079,348.302,337.7737,56.31091,-0.9939662,0.6809554,-0.1453387,0.2084383,-0.8859253,-2.432012,0.2274768,0.1918288,0.1403518,332.6025,353.0522,77.80243,
2323.761,-0.0307333,-0.01350983,0.01112677,-0.03382348,0.2069373,-0.03589166,0.06057715,0.08166061,-0.252214,1.003237,0.6304692,354.6374,0.7147174,-1.010776,0.05946494,1.156923,-1.612077,-2.173099,-0.1891357,-0.332225,0.212052,349.8266,338.4181,57.37462,-1.013233,0.6360518,-0.1473363,0.3773534,-0.7516384,-2.481923,0.2138394,0.1993041,0.1384887,332.164,352.0363,80.20015,
2337.465,-0.02557901,-0.01245083,0.01062372,-0.01597513,0.1986455,-0.04594826,0.06028223,0.08145381,-0.2520881,1.021161,0.482249,354.6773,0.7759506,-0.9647006,0.075939,0.7956272,-1.642953,-1.816067,-0.1776153,-0.3429404,0.2129702,351.3551,338.892,57.83144,-1.034446,0.5884935,-0.1518344,0.4754918,-0.5481448,-2.489812,0.1998512,0.2059053,0.1366645,331.5248,351.0092,82.4479,
2351.687,-0.02131053,-0.0142055,0.008688956,-0.02809271,0.2013491,-0.02950513,0.06005764,0.08115203,-0.252038,1.102426,0.3161878,354.6608,0.8054233,-0.9230883,0.07275961,0.5361024,-1.550299,-1.6313,-0.1663444,-0.3534333,0.2134425,352.7322,339.0875,58.41268,-1.046576,0.5430433,-0.1584104,0.5429204,-0.3836314,-2.44368,0.1859872,0.2117423,0.1347082,330.8754,350.0626,84.56636,
2365.571,-0.0175436,-0.01748655,0.006431588,-0.0686985,0.2084958,0.003179862,0.0599153,0.08080737,-0.2520227,1.254481,0.1492342,354.6071,0.8199857,-0.8836902,0.06097545,0.4844985,-1.455727,-1.614043,-0.155229,-0.3635412,0.2136603,354.0566,339.3022,59.33101,-1.057829,0.4852431,-0.1665751,0.4751592,-0.290962,-2.328473,0.1721094,0.216512,0.1326646,330.3795,349.0145,86.45564,
2379.353,-0.01338918,-0.02149143,0.004157895,-0.1128556,0.2096949,0.03419152,0.05987978,0.08041902,-0.2520175,1.427547,-0.004090886,354.5419,0.8219446,-0.8496071,0.04648833,0.5847476,-1.333064,-1.685873,-0.1445272,-0.3734261,0.2137879,355.2506,339.6068,60.60165,-1.067739,0.4113541,-0.1729722,0.3401974,-0.3158112,-2.185344,0.1582817,0.2201691,0.1306466,330.1764,347.855,88.21011,
2393.367,-0.008623936,-0.02353324,0.002533291,-0.1471298,0.1951175,0.05989194,0.05989909,0.08011929,-0.2519565,1.596409,359.8858,354.4642,0.8133117,-0.8193335,0.02797163,0.7223793,-1.226972,-1.880139,-0.1339913,-0.3830095,0.2135525,356.5204,339.8983,62.23399,-1.074709,0.3412715,-0.1761138,0.2072078,-0.3873898,-2.079231,0.1445309,0.223051,0.1286326,330.1545,346.5779,89.94348,
2407.439,-0.004424464,-0.02244263,0.002810128,-0.137458,0.1663314,0.0934261,0.05993104,0.07990952,-0.2518702,1.670321,359.8037,354.3389,0.8014019,-0.7967342,0.0126793,0.9199583,-1.159093,-2.108693,-0.1238548,-0.3924203,0.2132359,357.8679,340.3846,64.15485,-1.076624,0.2592519,-0.1773059,0.09312785,-0.4876173,-1.989597,0.1310154,0.2247239,0.1265754,330.31,345.2395,91.62577,
2420.91,-0.0006537793,-0.01786022,0.003659164,-0.09443565,0.1367419,0.1210274,0.05988073,0.07965133,-0.2517996,1.667739,359.7289,354.2098,0.7811216,-0.7830523,-0.00444147,0.9883975,-1.09023,-2.346959,-0.114049,-0.4017287,0.2126797,359.3514,340.7439,66.14931,-1.0681,0.180282,-0.1804125,0.03375033,-0.5861445,-1.954632,0.1180437,0.2253477,0.1244358,330.5444,343.8538,93.38747,
2435.015,0.002171196,-0.01121188,0.00548738,-0.02719541,0.1086753,0.1334011,0.05998278,0.0796537,-0.2516809,1.583129,359.6665,354.0968,0.7605831,-0.7744368,-0.02307816,0.9740015,-1.035235,-2.577422,-0.1041604,-0.410725,0.211763,1.009347,340.9779,68.17964,-1.05192,0.1064103,-0.1862239,-0.001383185,-0.6899029,-1.932825,0.1054125,0.2252346,0.12212,330.8989,342.4427,95.1556,
2449.016,0.00428986,-0.003843379,0.007519825,0.05021825,0.08230917,0.1357483,0.0601418,0.07975698,-0.2515426,1.427569,359.6129,353.995,0.7547619,-0.7610979,-0.03702624,1.01131,-0.9708247,-2.648358,-0.09423461,-0.4194853,0.210851,2.525589,341.4199,70.10694,-1.03042,0.0425701,-0.1977632,-0.05475265,-0.7504134,-1.893961,0.09315111,0.2245812,0.1194307,331.2747,341.0049,96.80695,
2462.705,0.006195379,0.002744019,0.01033343,0.119159,0.05125106,0.1314865,0.06031799,0.0799332,-0.2513452,1.240873,359.6003,353.9013,0.7529082,-0.7351581,-0.05449928,0.9889714,-0.9467108,-2.488441,-0.08438662,-0.4276125,0.2094921,3.886245,341.9844,71.54877,-1.00571,-0.01374877,-0.2132359,-0.1558955,-0.8093426,-1.797315,0.08121715,0.2234439,0.116278,331.7488,339.563,98.19038,
2476.856,0.008324284,0.00628158,0.01226641,0.1574388,0.01443731,0.1230451,0.06050014,0.08010331,-0.2511296,1.081483,359.627,353.8181,0.7489166,-0.7058172,-0.07731049,0.8601635,-0.938504,-2.195384,-0.07460992,-0.4354827,0.2077375,5.10404,342.429,72.47684,-0.9771177,-0.06697074,-0.2283496,-0.2829386,-0.8975332,-1.671942,0.06982388,0.2217765,0.1130143,332.3846,338.1071,99.32621,
2490.85,0.01072841,0.006587794,0.01333475,0.1406512,-0.01997092,0.1004625,0.06070757,0.08020701,-0.250916,1.025586,359.682,353.7825,0.7411837,-0.6805189,-0.1010411,0.7168812,-0.9590473,-1.910336,-0.06513542,-0.4432367,0.2057576,6.292552,342.8174,73.13973,-0.9445416,-0.1134826,-0.2422678,-0.4400235,-0.9374954,-1.560027,0.05904129,0.2196291,0.1097656,332.9886,336.589,100.2576,
2504.673,0.01343073,0.005044448,0.01477074,0.09498125,-0.04795635,0.05505924,0.06105328,0.08020602,-0.2506166,1.028484,359.7581,353.8194,0.7284843,-0.6623128,-0.1263862,0.5873964,-1.056543,-1.739554,-0.05590834,-0.4505843,0.2033632,7.704039,343.1745,73.69222,-0.9020373,-0.1486062,-0.2510969,-0.5968941,-0.9069057,-1.399492,0.04915232,0.21725,0.1065632,333.4716,335.1794,100.8655,
2518.466,0.01687185,0.003827527,0.01706618,0.07125706,-0.07190724,-0.009574619,0.06145549,0.08027831,-0.2502885,0.9760606,359.8468,353.9328,0.7210087,-0.6351001,-0.1477019,0.64155,-1.051524,-1.613498,-0.04676925,-0.4575286,0.2007666,8.910672,343.8283,74.41118,-0.8363398,-0.1757998,-0.2541405,-0.7056499,-0.8228034,-1.225596,0.04061029,0.2146915,0.103491,333.8227,333.9468,101.2556,
2532.535,0.02068041,0.006012734,0.01905528,0.05854075,-0.09980562,-0.06975199,0.06191063,0.08051798,-0.2501011,0.9323205,359.9679,354.0692,0.7174267,-0.5967251,-0.1669706,0.7663851,-0.9863935,-1.430433,-0.03767493,-0.463915,0.197963,9.833962,344.7151,75.079,-0.7690013,-0.1940613,-0.2526851,-0.6544209,-0.7425358,-1.219472,0.03290225,0.2119463,0.1005221,334.1227,332.7296,102.0089,
2546.575,0.02421627,0.007060353,0.01836707,0.07196629,-0.1359135,-0.1039198,0.06231594,0.0805203,-0.2498426,0.8183259,0.1290137,354.1785,0.7148435,-0.5502378,-0.1841985,0.8565867,-0.9472957,-1.100894,-0.02869251,-0.4696332,0.194972,10.50585,345.6831,75.33869,-0.6982058,-0.2106343,-0.2518559,-0.5066314,-0.6832286,-1.363552,0.02614472,0.2088987,0.09744331,334.4147,331.414,103.2227,
2560.316,0.02788483,0.006717264,0.01745377,0.05431885,-0.1530562,-0.1231539,0.0627687,0.08058704,-0.2496748,0.8121764,0.267694,354.295,0.7053989,-0.4937318,-0.1978257,0.9021144,-0.9688265,-0.5680393,-0.02029749,-0.4745276,0.1918251,10.90041,346.6794,74.90529,-0.6253155,-0.2260419,-0.2506513,-0.4134671,-0.7469724,-1.475852,0.02064742,0.2061332,0.09444661,334.9581,329.9963,104.446,
2574.547,0.03091226,0.005246182,0.01365463,0.01187311,-0.1585609,-0.1453492,0.06326461,0.0806095,-0.2496619,0.8622454,0.398906,354.4421,0.6798438,-0.4402225,-0.2103951,0.8606475,-1.041349,-7.865578E-05,-0.01278887,-0.479083,0.1886567,11.17004,347.5299,73.9059,-0.541041,-0.2285878,-0.243518,-0.3598827,-0.8357961,-1.390855,0.01640048,0.2039984,0.09165107,335.6547,328.8535,105.2422,
2588.381,0.03355246,0.004745459,0.009296072,-0.01836105,-0.14661,-0.156849,0.06377387,0.08072166,-0.2496881,0.9016631,0.4963465,354.5758,0.6344408,-0.3983946,-0.2138779,0.8243622,-1.020209,0.3232602,-0.006280651,-0.4836464,0.1857792,11.36583,348.285,73.0496,-0.4506882,-0.2073213,-0.234513,-0.3779498,-0.8271447,-1.205419,0.01334161,0.202804,0.08903839,336.1994,327.9232,105.6588,
2601.843,0.03622655,0.007633922,0.004670811,-0.02008221,-0.1225924,-0.1547124,0.06432986,0.08099224,-0.2497573,0.8897593,0.5571698,354.685,0.5881659,-0.3718761,-0.2042049,0.8738784,-0.9660701,0.4517243,-0.0004930515,-0.4882069,0.1835379,11.52801,349.1766,72.4399,-0.3543359,-0.1557932,-0.2256778,-0.4801415,-0.6080499,-0.9876989,0.01162954,0.2024227,0.08665967,336.2056,327.1328,105.8207,
2616.097,0.03844507,0.01340824,0.0009457609,0.02541965,-0.09669274,-0.1310304,0.06491947,0.08137581,-0.249814,0.7691997,0.5838827,354.7393,0.5168579,-0.3473981,-0.1805631,0.8686754,-0.9949352,0.6018053,0.003515761,-0.4922399,0.1819807,11.75261,350.0001,71.60532,-0.2522513,-0.08729103,-0.2135134,-0.5554524,-0.2575085,-0.8013775,0.0113496,0.2027887,0.08455113,335.7242,326.5099,105.9446,
2630.08,0.04075148,0.02087304,-0.002135292,0.09017033,-0.06709027,-0.09463003,0.06556058,0.08187743,-0.2498698,0.5907391,0.5749945,354.7512,0.4213758,-0.3196978,-0.1456738,0.7659707,-1.055938,0.8116575,0.005734538,-0.4955146,0.1811638,12.00218,350.592,70.44132,-0.1451419,-0.01849329,-0.1995106,-0.5883645,0.02417248,-0.633814,0.01246713,0.2038727,0.08257762,335.1293,326.0367,106.0049,
2644.013,0.04283392,0.02690152,-0.003903626,0.1583127,-0.04203759,-0.06074069,0.06618929,0.08229098,-0.2499242,0.3668588,0.5539569,354.7494,0.2964928,-0.2807111,-0.1004601,0.5530481,-1.090469,1.097832,0.005688297,-0.4979557,0.1812125,12.17077,350.8286,68.9057,-0.03420049,0.04565378,-0.1832922,-0.6643096,0.1811948,-0.4068689,0.01512739,0.2057829,0.08092999,334.581,325.7018,105.719,
2657.698,0.04505783,0.03096391,-0.005150653,0.2113799,-0.02151505,-0.02715491,0.06688118,0.08271363,-0.2500176,0.1372429,0.5239696,354.7194,0.1647415,-0.2395052,-0.05791331,0.2493152,-1.073458,1.334646,0.003983055,-0.4998224,0.1817675,12.3086,350.6551,67.20397,0.07909432,0.1048033,-0.1609162,-0.7906498,0.264154,-0.1049849,0.01922079,0.2083404,0.07976252,334.0472,325.5522,104.9796,
2671.888,0.04787418,0.03364001,-0.00507039,0.2463026,-0.01038566,0.003951533,0.06764841,0.08318032,-0.250104,359.9048,0.5013986,354.6683,-0.006600911,-0.1859447,-0.00378023,-0.1598972,-0.9564527,1.454524,-0.0006532371,-0.500651,0.183474,12.41333,349.9563,65.5486,0.1973543,0.160431,-0.128876,-0.9464058,0.3413669,0.3083503,0.02487871,0.2115254,0.07917517,333.4482,325.7525,103.6478,
2685.763,0.05145298,0.03418253,-0.004995009,0.2638821,-0.02167127,0.02705933,0.06847787,0.08358258,-0.2501607,359.6823,0.5291058,354.6147,-0.1873999,-0.1234856,0.05342995,-0.5194908,-0.7618495,1.375296,-0.007673563,-0.5002875,0.1859544,12.51664,349.0338,64.28001,0.3015721,0.201737,-0.09395598,-1.050875,0.3978364,0.6855544,0.03152211,0.2149193,0.07908128,332.8622,326.2078,102.0217,
2699.602,0.05606163,0.03297521,-0.00595543,0.244877,-0.04250547,0.05658524,0.06938195,0.0839564,-0.2502818,359.534,0.5907024,354.5188,-0.3646058,-0.04705272,0.1108651,-0.7235987,-0.4410624,1.105368,-0.01671276,-0.4986537,0.1891417,12.46122,348.1009,63.66649,0.4610486,0.2517926,-0.03602121,-1.147629,0.4841684,1.17248,0.04136027,0.2191278,0.08016952,332.2116,327.1355,99.80105,
